Rank,Label,min_Sortino,WF_Ratio,NDX_Sortino,QQQ_Sortino,TQQQ_Sortino,overheat1_enter,overheat1_exit,overheat2_enter,overheat2_exit,overheat3_enter,overheat3_exit,overheat4_enter,overheat4_exit
1,B1 (Optuna-4S): S1:134/115 | S2:138/123 | S3:142/131 | S4:152/100,1.1164912914353422,1.2714688969299943,1.1164912914353422,1.3528771556249242,1.8948073738195503,134.0,115.0,138.0,123.0,142.0,131.0,152.0,100.0
2,A1 (Optuna-2S): S1:142/115 | S2:152/120,0.9324147877139001,1.2033769467627207,0.9324147877139001,1.1444271012011225,1.4764597795348122,142.0,115.0,152.0,120.0,999.0,900.0,999.0,900.0
