fast_low,slow_low,fast_high,slow_high,vol_lookback,vol_threshold_pct,sortino,trades_yr,penalised
50,330,42,230,120,60.0,0.91329,1.2673306,0.8879434
42,120,2,200,100,70.0,0.95105916,3.1559017,0.8879411
2,330,12,230,40,40.0,0.9281877,2.0128193,0.88793135
42,290,50,220,120,70.0,0.91128796,1.1679322,0.8879293
42,140,12,250,80,50.0,0.9271851,1.96312,0.8879227
42,130,42,270,120,50.0,0.91724384,1.4661276,0.8879213
42,270,12,230,60,40.0,0.91922736,1.5655261,0.88791686
50,120,32,260,80,50.0,0.91624236,1.4164283,0.88791376
22,330,50,190,120,60.0,0.91524386,1.3667291,0.8879093
50,310,2,300,120,70.0,0.92219776,1.7146238,0.88790524
12,120,22,310,20,30.0,0.92716616,1.96312,0.88790375
2,270,12,230,120,30.0,0.92120135,1.6649246,0.88790286
42,310,12,230,120,50.0,0.921193,1.6649246,0.8878945
50,100,50,260,60,70.0,0.93908465,2.559511,0.88789445
50,110,32,330,60,70.0,0.9301306,2.1122177,0.8878862
42,300,12,240,40,50.0,0.92316467,1.764323,0.88787824
22,300,12,240,80,60.0,0.9221672,1.7146238,0.8878747
42,130,2,350,60,70.0,0.9430344,2.758308,0.8878683
32,350,50,200,40,50.0,0.9291171,2.0625186,0.8878667
50,150,32,310,60,40.0,0.91619307,1.4164283,0.8878645
42,140,2,90,120,40.0,1.0066413,5.9390593,0.88786006
50,320,12,250,20,70.0,0.9330829,2.2613153,0.88785654
42,140,22,260,100,50.0,0.918173,1.5158268,0.8878565
50,340,12,230,40,50.0,0.9291057,2.0625186,0.8878553
42,310,2,190,20,50.0,0.98277783,4.7462773,0.8878523
32,140,2,310,120,70.0,0.93108904,2.161917,0.8878507
32,120,50,210,100,70.0,0.9241281,1.8140223,0.88784766
50,120,42,280,40,60.0,0.9281023,2.0128193,0.88784593
42,270,12,230,20,40.0,0.93207675,2.2116163,0.8878444
42,130,42,220,80,60.0,0.9231223,1.764323,0.88783586
50,130,50,240,60,60.0,0.9191447,1.5655261,0.8878342
22,240,12,230,80,60.0,0.9181484,1.5158268,0.88783187
32,340,22,260,40,70.0,0.9151652,1.3667291,0.8878306
32,130,42,200,100,70.0,0.92510355,1.8637215,0.8878291
50,330,12,60,40,50.0,0.982751,4.7462773,0.8878254
32,130,22,320,100,60.0,0.92211294,1.7146238,0.8878204
42,130,50,320,60,40.0,0.90819466,1.0188345,0.8878179
50,330,12,250,80,60.0,0.9260841,1.9134208,0.88781565
50,110,12,60,60,50.0,0.97180516,4.199586,0.8878134
42,270,50,200,80,60.0,0.91414875,1.3170298,0.8878082
42,290,12,250,40,40.0,0.9280635,2.0128193,0.88780713
42,130,42,290,120,40.0,0.91812086,1.5158268,0.8878043
50,110,32,310,80,70.0,0.9310424,2.161917,0.88780403
50,150,22,260,80,60.0,0.9161313,1.4164283,0.8878027
50,110,42,230,40,70.0,0.9369977,2.4601123,0.88779545
42,320,42,200,120,70.0,0.9141297,1.3170298,0.8877891
32,120,50,330,60,70.0,0.9300278,2.1122177,0.8877834
42,160,50,320,100,50.0,0.9081581,1.0188345,0.88778144
12,270,12,60,120,40.0,0.9687907,4.050488,0.88778096
42,140,32,320,100,30.0,0.90914994,1.0685337,0.88777924
42,310,12,230,80,30.0,0.91710114,1.4661276,0.8877786
50,130,22,250,80,50.0,0.92106813,1.6649246,0.88776964
50,100,12,240,60,40.0,0.9300123,2.1122177,0.8877679
42,290,50,250,80,70.0,0.91211796,1.2176313,0.88776535
42,100,50,270,120,70.0,0.9210614,1.6649246,0.8877629
42,160,22,280,60,70.0,0.92503655,1.8637215,0.8877621
42,150,50,200,60,40.0,0.9140975,1.3170298,0.8877569
50,120,50,270,60,50.0,0.9170749,1.4661276,0.88775235
50,120,12,310,40,70.0,0.94092613,2.6589093,0.88774794
50,130,50,210,100,60.0,0.9200511,1.6152253,0.88774663
42,130,32,310,120,50.0,0.9160749,1.4164283,0.8877463
42,110,22,240,60,70.0,0.9359544,2.4104133,0.88774616
42,130,42,170,80,70.0,0.923031,1.764323,0.88774455
42,130,32,220,120,70.0,0.9170643,1.4661276,0.88774174
42,130,50,220,120,60.0,0.9220192,1.7146238,0.8877267
50,290,22,250,120,70.0,0.9110801,1.1679322,0.8877215
50,130,12,230,80,40.0,0.9220099,1.7146238,0.8877174
42,330,22,260,120,60.0,0.91107523,1.1679322,0.8877166
22,290,12,60,120,40.0,0.9697174,4.1001873,0.8877136
32,310,12,250,40,70.0,0.93095076,2.161917,0.8877124
22,330,12,240,80,60.0,0.92299694,1.764323,0.8877105
2,330,12,240,20,50.0,0.940888,2.6589093,0.8877098
42,110,42,230,80,70.0,0.930946,2.161917,0.88770765
42,310,12,250,120,60.0,0.91702807,1.4661276,0.8877055
42,160,22,260,40,60.0,0.92298776,1.764323,0.88770133
50,300,12,250,20,50.0,0.9408674,2.6589093,0.88768923
50,320,2,190,40,50.0,0.9706864,4.1498866,0.8876887
42,110,50,340,60,70.0,0.9339085,2.3110147,0.8876883
12,280,12,230,80,60.0,0.92297393,1.764323,0.8876875
50,110,22,310,120,60.0,0.9279429,2.0128193,0.8876865
42,100,2,290,120,60.0,0.94781363,3.006804,0.88767755
32,300,12,240,60,50.0,0.92097396,1.6649246,0.88767546
42,320,12,250,20,40.0,0.93488896,2.360714,0.8876747
50,340,50,180,120,60.0,0.91401094,1.3170298,0.88767034
42,310,12,250,40,70.0,0.9299099,2.1122177,0.88766557
42,310,42,290,40,70.0,0.90804195,1.0188345,0.8876653
50,320,22,250,20,40.0,0.92593324,1.9134208,0.88766485
32,310,12,230,100,60.0,0.91897506,1.5655261,0.88766456
50,130,50,330,120,50.0,0.91002715,1.118233,0.88766253
42,150,50,280,40,70.0,0.92394197,1.8140223,0.8876616
50,300,2,310,80,70.0,0.92294675,1.764323,0.88766026
42,310,50,210,80,50.0,0.91698253,1.4661276,0.88765997
12,340,12,230,60,30.0,0.9169785,1.4661276,0.8876559
50,130,32,260,40,70.0,0.9318836,2.2116163,0.88765126
32,300,50,170,80,60.0,0.91697335,1.4661276,0.8876508
50,120,22,260,100,30.0,0.92094314,1.6649246,0.88764465
42,120,22,310,40,60.0,0.93386316,2.3110147,0.88764286
42,150,42,290,100,60.0,0.9149773,1.3667291,0.88764274
50,100,50,220,40,70.0,0.93683916,2.4601123,0.88763696
50,300,12,220,60,50.0,0.9219283,1.7146238,0.8876358
42,320,42,210,120,60.0,0.9149669,1.3667291,0.8876323
50,100,32,280,120,70.0,0.921923,1.7146238,0.8876305
42,140,2,330,80,70.0,0.9338495,2.3110147,0.8876293
42,150,12,60,100,40.0,0.97857857,4.5474806,0.8876289
42,140,2,300,120,50.0,0.94478214,2.8577063,0.88762796
50,110,2,300,40,70.0,0.9626692,3.7522926,0.88762337
42,120,2,50,40,70.0,1.0153459,6.3863525,0.8876189
42,250,12,230,60,60.0,0.91693944,1.4661276,0.88761693
32,330,42,220,80,70.0,0.91793025,1.5158268,0.8876137
42,130,22,300,120,60.0,0.9238941,1.8140223,0.88761365
42,150,42,310,40,70.0,0.92389154,1.8140223,0.8876111
42,340,12,230,80,60.0,0.9219027,1.7146238,0.8876102
22,280,50,200,80,60.0,0.922896,1.764323,0.88760954
50,290,22,310,40,60.0,0.91394967,1.3170298,0.88760906
42,280,50,230,120,70.0,0.91096556,1.1679322,0.8876069
50,150,22,320,100,50.0,0.9139459,1.3170298,0.8876053
42,160,42,290,100,50.0,0.9149381,1.3667291,0.88760346
50,120,50,180,100,70.0,0.92189085,1.7146238,0.88759834
42,150,22,320,120,50.0,0.9129417,1.2673306,0.88759506
32,310,12,220,60,60.0,0.9208895,1.6649246,0.887591
32,320,50,230,80,70.0,0.91492414,1.3667291,0.8875896
50,320,22,300,20,70.0,0.9179007,1.5158268,0.88758415
22,330,50,200,80,60.0,0.9198885,1.6152253,0.887584
50,130,32,320,120,40.0,0.9119359,1.2176313,0.8875833
32,110,2,310,100,70.0,0.9347972,2.360714,0.88758296
42,160,22,240,40,70.0,0.9278391,2.0128193,0.8875827
50,320,12,230,120,30.0,0.91789424,1.5158268,0.8875777
42,140,2,190,40,60.0,0.9556613,3.404398,0.88757336
50,120,50,290,60,50.0,0.9148962,1.3667291,0.8875616
50,100,42,270,120,70.0,0.9218531,1.7146238,0.8875606
50,100,50,250,100,70.0,0.92781603,2.0128193,0.88755965
42,130,2,100,40,60.0,0.97950214,4.59718,0.8875586
32,140,2,310,100,70.0,0.9347719,2.360714,0.8875576
50,330,12,220,20,70.0,0.93376666,2.3110147,0.88754636
42,120,32,340,100,70.0,0.9238237,1.8140223,0.88754326
42,140,50,260,100,70.0,0.9198441,1.6152253,0.88753957
50,130,12,60,100,60.0,0.9605948,3.6528943,0.88753694
50,120,50,310,120,40.0,0.91586447,1.4164283,0.8875359
32,330,50,200,80,60.0,0.91685754,1.4661276,0.887535
32,300,12,220,80,60.0,0.9248073,1.8637215,0.8875329
42,140,50,250,20,70.0,0.934741,2.360714,0.88752675
22,310,12,230,80,30.0,0.9168461,1.4661276,0.88752353
22,300,12,230,60,50.0,0.9188314,1.5655261,0.8875209
32,310,42,270,120,60.0,0.91286707,1.2673306,0.88752043
42,130,2,120,100,70.0,0.9536194,3.3049996,0.8875195
42,130,32,220,80,70.0,0.92479384,1.8637215,0.8875194
42,130,2,340,100,70.0,0.93473315,2.360714,0.8875189
2,330,12,230,60,30.0,0.922801,1.764323,0.8875146
50,290,22,280,120,70.0,0.9108715,1.1679322,0.88751286
42,130,50,330,120,50.0,0.9098737,1.118233,0.88750905
50,190,22,250,40,70.0,0.923789,1.8140223,0.8875086
32,120,42,280,60,70.0,0.9297504,2.1122177,0.887506
50,90,42,220,40,70.0,0.94266516,2.758308,0.887499
42,120,22,270,60,40.0,0.9187998,1.5655261,0.88748926
32,340,12,250,40,60.0,0.9277438,2.0128193,0.8874874
50,120,12,200,80,60.0,0.93171966,2.2116163,0.88748735
32,140,2,300,100,60.0,0.9426516,2.758308,0.88748544
50,120,42,320,120,50.0,0.90984845,1.118233,0.88748384
32,140,22,310,60,70.0,0.93072057,2.161917,0.8874822
32,130,32,310,100,60.0,0.921773,1.7146238,0.88748056
42,290,12,230,20,60.0,0.9386573,2.559511,0.8874671
32,130,12,60,60,70.0,0.9605087,3.6528943,0.8874508
42,310,42,160,120,70.0,0.9118006,1.2176313,0.887448
42,310,12,60,80,60.0,0.95950747,3.603195,0.88744354
32,350,22,260,60,50.0,0.91675764,1.4661276,0.8874351
50,150,12,230,80,30.0,0.91973954,1.6152253,0.887435
50,120,12,280,40,70.0,0.9406076,2.6589093,0.8874294
42,150,32,320,100,40.0,0.9147631,1.3667291,0.88742846
50,120,22,300,80,50.0,0.91774386,1.5158268,0.88742733
42,310,12,240,20,40.0,0.93265146,2.2613153,0.8874251
42,150,22,260,80,40.0,0.92072076,1.6649246,0.88742226
42,320,12,60,60,50.0,0.96147364,3.7025933,0.8874218
50,340,12,240,20,50.0,0.9356223,2.4104133,0.887414
50,130,32,250,40,70.0,0.93164593,2.2116163,0.8874136
50,110,42,300,40,70.0,0.9356093,2.4104133,0.887401
42,160,12,230,100,40.0,0.92566127,1.9134208,0.8873929
32,320,50,210,80,70.0,0.917707,1.5158268,0.8873905
50,130,42,310,60,40.0,0.9097548,1.118233,0.88739014
50,120,42,240,120,50.0,0.92168176,1.7146238,0.88738924
32,150,12,230,80,60.0,0.91969293,1.6152253,0.8873884
42,130,2,260,100,60.0,0.9554757,3.404398,0.88738775
12,120,32,280,20,30.0,0.93062514,2.161917,0.8873868
42,330,42,210,120,60.0,0.91372424,1.3170298,0.88738364
12,100,32,310,40,30.0,0.92565006,1.9134208,0.8873817
50,150,12,60,100,40.0,0.97932404,4.59718,0.8873805
42,140,32,310,120,40.0,0.9147125,1.3667291,0.88737786
42,100,2,290,60,70.0,0.9524758,3.2553003,0.88736975
42,140,42,320,100,50.0,0.9067467,0.96913517,0.887364
50,290,32,280,120,60.0,0.91071856,1.1679322,0.8873599
32,140,22,320,60,70.0,0.9286089,2.0625186,0.88735855
50,140,12,240,60,60.0,0.9276148,2.0128193,0.8873584
42,120,22,270,80,60.0,0.9246304,1.8637215,0.887356
42,90,50,200,120,60.0,0.934564,2.360714,0.88734967
42,140,42,290,80,40.0,0.9146805,1.3667291,0.88734585
32,290,50,200,80,60.0,0.9166642,1.4661276,0.8873416
12,290,12,230,40,40.0,0.9176523,1.5158268,0.8873358
50,90,22,260,80,70.0,0.9385227,2.559511,0.8873325
32,320,12,230,80,50.0,0.9216202,1.7146238,0.88732773
32,320,22,310,20,70.0,0.91167957,1.2176313,0.88732696
42,150,42,290,60,40.0,0.91267276,1.2673306,0.8873261
12,320,50,200,60,50.0,0.91862655,1.5655261,0.887316
22,260,12,230,80,30.0,0.916637,1.4661276,0.88731444
42,310,32,250,120,70.0,0.90967745,1.118233,0.88731277
22,290,50,200,80,60.0,0.92160517,1.7146238,0.88731265
42,140,50,320,60,40.0,0.90768677,1.0188345,0.8873101
42,270,22,260,60,60.0,0.9136459,1.3170298,0.8873053
42,330,50,200,60,60.0,0.9186111,1.5655261,0.88730055
12,220,42,220,120,60.0,0.9225855,1.764323,0.887299
50,120,2,220,100,60.0,0.9553846,3.404398,0.8872966
12,130,12,230,20,30.0,0.9275493,2.0128193,0.8872929
50,300,32,280,80,70.0,0.9116442,1.2176313,0.8872916
42,350,12,230,60,60.0,0.9205891,1.6649246,0.8872906
32,340,42,200,120,70.0,0.91462475,1.3667291,0.8872901
50,330,32,250,120,60.0,0.91164106,1.2176313,0.88728845
50,120,32,230,40,70.0,0.937484,2.5098116,0.8872878
42,190,12,240,40,70.0,0.92853636,2.0625186,0.88728595
22,260,50,200,120,60.0,0.91760087,1.5158268,0.8872843
42,330,50,230,20,50.0,0.929526,2.1122177,0.8872816
50,320,42,200,100,70.0,0.9205788,1.6649246,0.8872803
42,310,22,250,80,70.0,0.9165968,1.4661276,0.88727427
50,140,42,220,20,70.0,0.9285239,2.0625186,0.88727355
42,150,42,310,100,40.0,0.91261524,1.2673306,0.8872686
12,140,22,260,20,30.0,0.92950636,2.1122177,0.887262
42,140,50,300,20,70.0,0.93546623,2.4104133,0.887258
42,280,2,310,100,70.0,0.9285071,2.0625186,0.88725674
32,310,50,200,40,50.0,0.92552483,1.9134208,0.88725644
50,120,22,290,120,50.0,0.916572,1.4661276,0.88724947
42,100,42,220,100,70.0,0.9275058,2.0128193,0.8872494
42,140,22,280,80,60.0,0.92054605,1.6649246,0.88724756
42,140,42,250,20,70.0,0.9304857,2.161917,0.8872474
32,340,12,240,40,60.0,0.92551315,1.9134208,0.8872447
42,280,12,230,120,30.0,0.9175601,1.5158268,0.88724357
50,120,32,60,60,50.0,0.95433414,3.3546987,0.8872402
32,310,22,320,100,70.0,0.90960306,1.118233,0.8872384
50,110,22,280,100,70.0,0.92649657,1.96312,0.88723415
50,120,2,200,60,50.0,0.9652608,3.9013903,0.887233
50,100,22,280,80,70.0,0.934445,2.360714,0.88723075
32,130,50,210,80,70.0,0.929475,2.1122177,0.8872307
42,280,32,320,60,30.0,0.9046224,0.86973673,0.88722765
50,120,22,220,80,50.0,0.92051995,1.6649246,0.88722146
50,130,12,230,80,30.0,0.9195227,1.6152253,0.88721824
42,300,22,260,20,50.0,0.9294619,2.1122177,0.8872175
42,140,50,290,20,70.0,0.9354252,2.4104133,0.887217
42,110,12,230,80,60.0,0.92548376,1.9134208,0.8872153
50,330,12,60,60,50.0,0.96225953,3.7522926,0.8872137
50,100,42,290,80,70.0,0.9314449,2.2116163,0.8872126
22,310,50,210,120,60.0,0.91454506,1.3667291,0.8872105
42,290,22,260,60,50.0,0.91454494,1.3667291,0.8872103
42,290,22,260,80,50.0,0.9145441,1.3667291,0.88720953
50,130,2,310,100,50.0,0.9483391,3.0565033,0.88720906
32,130,42,280,60,70.0,0.93144083,2.2116163,0.8872085
50,120,50,330,120,60.0,0.9175205,1.5158268,0.887204
42,150,42,350,60,70.0,0.9234802,1.8140223,0.88719976
50,330,50,200,80,70.0,0.91850436,1.5655261,0.8871938
50,150,22,250,20,70.0,0.9373879,2.5098116,0.88719165
50,130,32,320,100,30.0,0.9085602,1.0685337,0.8871895
32,300,12,250,20,50.0,0.93440014,2.360714,0.8871859
32,340,50,200,40,50.0,0.9264472,1.96312,0.8871848
50,340,50,200,100,60.0,0.9135246,1.3170298,0.887184
42,110,42,290,100,60.0,0.9204766,1.6649246,0.8871781
50,150,12,250,60,70.0,0.92941415,2.1122177,0.88716984
42,150,50,210,120,60.0,0.9174851,1.5158268,0.8871686
22,310,12,60,60,50.0,0.9602208,3.6528943,0.8871629
50,140,22,280,40,70.0,0.93040115,2.161917,0.8871628
42,320,12,230,100,30.0,0.91747856,1.5158268,0.887162
32,300,50,170,120,60.0,0.9144915,1.3667291,0.8871569
42,320,12,230,40,70.0,0.9264164,1.96312,0.887154
22,110,22,260,20,30.0,0.9333699,2.3110147,0.8871496
42,110,50,170,120,70.0,0.92243266,1.764323,0.88714623
50,310,50,190,80,50.0,0.920444,1.6649246,0.8871455
50,320,2,190,60,50.0,0.96020293,3.6528943,0.88714504
42,120,50,210,80,50.0,0.9214373,1.7146238,0.88714486
42,150,22,290,60,70.0,0.9244185,1.8637215,0.887144
50,100,32,280,100,70.0,0.9254107,1.9134208,0.8871423
42,130,22,290,100,60.0,0.9214342,1.7146238,0.88714176
42,130,12,280,60,70.0,0.92839146,2.0625186,0.8871411
42,310,22,280,60,60.0,0.9144754,1.3667291,0.88714075
50,350,12,230,20,60.0,0.93833023,2.559511,0.88714004
50,110,32,300,60,70.0,0.9333554,2.3110147,0.8871351
32,310,2,320,120,70.0,0.92142457,1.7146238,0.8871321
50,310,50,210,80,60.0,0.9154556,1.4164283,0.88712704
42,130,32,310,80,30.0,0.91048366,1.1679322,0.887125
50,120,42,250,100,50.0,0.91545236,1.4164283,0.88712376
42,320,22,260,60,50.0,0.91445667,1.3667291,0.88712204
50,120,2,330,40,70.0,0.94924515,3.1062026,0.88712114
42,100,22,300,100,70.0,0.9243949,1.8637215,0.8871205
50,270,12,230,60,50.0,0.9174295,1.5158268,0.887113
42,100,42,250,120,70.0,0.92239577,1.764323,0.88710934
42,130,12,230,20,50.0,0.9353122,2.4104133,0.887104
42,150,50,310,60,70.0,0.9243774,1.8637215,0.88710296
42,140,32,310,80,30.0,0.91046095,1.1679322,0.8871023
42,150,12,240,120,50.0,0.9243699,1.8637215,0.88709545
42,120,22,200,100,70.0,0.9233729,1.8140223,0.8870925
42,310,22,250,80,60.0,0.9174071,1.5158268,0.88709056
50,290,12,250,60,50.0,0.92137414,1.7146238,0.8870817
32,130,22,280,100,70.0,0.9243555,1.8637215,0.8870811
42,340,42,220,20,60.0,0.93429494,2.360714,0.88708067
50,310,22,250,80,70.0,0.9173944,1.5158268,0.88707787
42,130,42,310,120,40.0,0.91440994,1.3667291,0.8870753
32,120,42,270,60,70.0,0.9293167,2.1122177,0.8870723
2,260,12,230,100,30.0,0.9253373,1.9134208,0.8870689
42,280,32,320,100,30.0,0.9064493,0.96913517,0.8870666
50,310,50,220,120,60.0,0.9114176,1.2176313,0.88706493
42,100,12,250,120,70.0,0.92732054,2.0128193,0.8870641
42,120,12,330,40,70.0,0.9392451,2.6092103,0.88706094
42,150,22,320,60,40.0,0.9133982,1.3170298,0.8870576
42,310,12,210,80,60.0,0.9263133,1.96312,0.88705087
32,310,50,200,120,40.0,0.9143825,1.3667291,0.8870479
50,300,22,260,20,40.0,0.92432225,1.8637215,0.88704777
42,140,50,140,100,60.0,0.9163682,1.4661276,0.8870456
42,120,12,240,20,60.0,0.9451916,2.9074056,0.8870435
22,300,12,230,60,30.0,0.91735244,1.5158268,0.8870359
50,130,42,250,80,70.0,0.9223168,1.764323,0.8870303
42,130,22,240,100,60.0,0.92231345,1.764323,0.88702697
32,310,12,60,120,70.0,0.94418085,2.8577063,0.8870267
50,130,50,260,60,70.0,0.92926806,2.1122177,0.8870237
22,290,50,200,120,60.0,0.9153404,1.4164283,0.8870118
42,140,42,180,60,70.0,0.92428493,1.8637215,0.8870105
42,130,50,320,100,60.0,0.914344,1.3667291,0.8870094
32,310,22,280,20,50.0,0.9232864,1.8140223,0.8870059
50,300,22,260,80,50.0,0.9143271,1.3667291,0.8869925
50,330,22,260,80,70.0,0.91631454,1.4661276,0.886992
42,120,50,340,80,70.0,0.927248,2.0128193,0.8869916
50,130,42,290,60,40.0,0.91432476,1.3667291,0.8869902
42,150,2,310,120,50.0,0.944144,2.8577063,0.8869899
32,310,12,230,120,50.0,0.9212714,1.7146238,0.88697886
42,310,42,200,80,70.0,0.91927904,1.6152253,0.8869746
50,320,22,310,20,60.0,0.91629034,1.4661276,0.8869678
42,150,12,240,60,60.0,0.9262262,1.96312,0.88696384
22,280,12,230,80,30.0,0.91728,1.5158268,0.8869635
22,290,12,250,80,60.0,0.9232437,1.8140223,0.8869633
50,120,22,210,120,60.0,0.9222497,1.764323,0.88696325
42,100,50,150,120,70.0,0.92323357,1.8140223,0.8869531
50,300,50,210,80,60.0,0.9132857,1.3170298,0.88694507
32,310,50,210,60,60.0,0.91725945,1.5158268,0.8869429
50,120,22,100,40,60.0,0.93017906,2.161917,0.8869407
32,140,42,270,100,60.0,0.9182491,1.5655261,0.8869386
50,290,22,270,120,70.0,0.9092942,1.118233,0.8869295
50,110,42,210,40,70.0,0.9361317,2.4601123,0.88692945
50,130,50,280,40,70.0,0.9281725,2.0625186,0.8869222
32,110,2,310,120,70.0,0.9311504,2.2116163,0.88691807
42,110,50,270,100,70.0,0.9231909,1.8140223,0.88691044
32,330,12,220,20,50.0,0.93412435,2.360714,0.8869101
42,140,32,340,100,60.0,0.9132499,1.3170298,0.8869093
42,300,12,230,20,70.0,0.93312764,2.3110147,0.8869074
42,140,32,260,120,60.0,0.91821283,1.5655261,0.88690233
42,140,50,160,80,70.0,0.9192032,1.6152253,0.8868987
12,350,50,200,120,60.0,0.9162173,1.4661276,0.88689476
42,130,12,250,40,50.0,0.93013287,2.161917,0.8868945
50,130,32,300,60,70.0,0.9271502,2.0128193,0.8868938
42,110,32,270,80,70.0,0.931125,2.2116163,0.8868927
50,120,2,190,80,60.0,0.9579602,3.5534956,0.88689023
42,120,12,60,60,40.0,0.98478395,4.8953753,0.88687646
50,120,42,170,80,70.0,0.9231528,1.8140223,0.88687235
50,130,42,210,80,70.0,0.9221588,1.764323,0.88687235
50,120,2,290,40,60.0,0.95494705,3.404398,0.8868591
50,140,22,280,60,70.0,0.92413235,1.8637215,0.8868579
42,140,2,110,100,70.0,0.9559343,3.4540973,0.8868523
42,350,12,230,80,50.0,0.91915613,1.6152253,0.88685167
42,140,32,300,80,70.0,0.9261089,1.96312,0.8868465
42,120,12,310,100,70.0,0.9271021,2.0128193,0.8868457
50,310,50,230,120,70.0,0.9111924,1.2176313,0.88683975
32,310,50,190,60,60.0,0.920131,1.6649246,0.88683254
42,130,32,320,80,30.0,0.9062119,0.96913517,0.88682926
32,300,12,250,40,50.0,0.92708254,2.0128193,0.88682616
22,280,50,190,120,60.0,0.917139,1.5158268,0.88682246
32,300,42,200,120,60.0,0.9161421,1.4661276,0.8868196
32,260,12,230,60,30.0,0.9171346,1.5158268,0.88681805
42,310,22,320,100,70.0,0.9071918,1.0188345,0.8868151
42,140,22,220,80,70.0,0.92110693,1.7146238,0.8868145
50,100,2,270,40,70.0,0.96384734,3.8516912,0.8868135
50,300,2,190,60,50.0,0.9598702,3.6528943,0.8868123
42,140,32,320,80,30.0,0.9061904,0.96913517,0.8868077
50,130,50,350,60,70.0,0.92308015,1.8140223,0.8867997
32,330,42,220,20,50.0,0.9350078,2.4104133,0.8867996
42,140,50,250,120,50.0,0.9191003,1.6152253,0.8867958
32,350,42,200,120,70.0,0.9141253,1.3667291,0.88679075
32,300,50,200,100,40.0,0.9141204,1.3667291,0.8867858
42,330,12,240,20,40.0,0.93002295,2.161917,0.8867846
42,110,42,300,60,70.0,0.9349926,2.4104133,0.8867844
50,120,50,180,100,60.0,0.9200828,1.6649246,0.8867843
50,310,12,250,120,60.0,0.9161046,1.4661276,0.88678205
42,350,12,230,80,30.0,0.91510856,1.4164283,0.88678
32,120,50,230,60,70.0,0.932006,2.2613153,0.8867797
32,120,32,320,60,70.0,0.92802876,2.0625186,0.8867784
50,310,50,170,80,60.0,0.9170949,1.5158268,0.88677835
32,130,42,270,60,70.0,0.9310088,2.2116163,0.88677645
32,130,2,290,100,60.0,0.9469116,3.006804,0.8867755
50,310,42,200,80,70.0,0.9200716,1.6649246,0.8867731
50,310,22,260,40,70.0,0.91609234,1.4661276,0.88676983
12,340,42,220,120,60.0,0.91509163,1.4164283,0.88676304
42,140,32,240,80,70.0,0.9230432,1.8140223,0.88676274
50,300,50,210,100,70.0,0.9160826,1.4661276,0.88676006
32,320,12,250,20,50.0,0.9379499,2.559511,0.88675964
42,140,12,340,60,70.0,0.92601985,1.96312,0.8867575
50,150,50,330,40,70.0,0.9210469,1.7146238,0.8867544
12,280,12,230,120,40.0,0.9200465,1.6649246,0.886748
42,110,42,290,120,70.0,0.91805595,1.5655261,0.88674545
42,130,42,210,80,60.0,0.92103744,1.7146238,0.886745
22,290,50,200,100,60.0,0.9150724,1.4164283,0.8867438
32,330,50,210,120,60.0,0.9110934,1.2176313,0.88674074
42,100,50,230,40,70.0,0.93693507,2.5098116,0.88673884
50,170,12,250,20,70.0,0.93990886,2.6589093,0.8867307
50,120,32,320,60,50.0,0.9150587,1.4164283,0.88673013
50,290,22,260,20,40.0,0.9220098,1.764323,0.8867234
50,100,32,220,40,70.0,0.9408934,2.7086086,0.88672125
32,140,22,280,60,70.0,0.92895055,2.1122177,0.88670623
50,320,12,240,40,40.0,0.9229787,1.8140223,0.88669825
50,150,12,240,40,50.0,0.92297083,1.8140223,0.8866904
42,100,32,310,120,70.0,0.9209791,1.7146238,0.8866866
42,140,50,290,60,40.0,0.91103584,1.2176313,0.8866832
42,130,42,250,20,70.0,0.9319085,2.2613153,0.88668215
42,140,50,190,120,60.0,0.9179891,1.5655261,0.8866786
50,290,50,230,100,70.0,0.9120156,1.2673306,0.88666904
42,280,50,200,80,60.0,0.9140025,1.3667291,0.8866679
42,140,32,310,60,60.0,0.9179769,1.5655261,0.8866664
50,250,12,230,40,60.0,0.92194337,1.764323,0.8866569
42,140,42,270,80,60.0,0.9189595,1.6152253,0.886655
32,300,12,240,40,40.0,0.9219411,1.764323,0.8866546
42,130,50,300,20,70.0,0.93684995,2.5098116,0.8866537
2,330,12,230,20,40.0,0.9378427,2.559511,0.8866525
50,120,32,220,80,70.0,0.9249187,1.9134208,0.88665026
50,130,12,60,100,50.0,0.9666649,4.0007887,0.88664913
42,130,32,320,80,60.0,0.91795784,1.5655261,0.88664734
42,110,32,290,40,70.0,0.9388298,2.6092103,0.88664556
50,190,12,230,20,70.0,0.92689717,2.0128193,0.8866408
50,120,42,310,120,60.0,0.91894484,1.6152253,0.88664037
50,300,22,260,40,70.0,0.9159603,1.4661276,0.88663775
22,340,12,230,20,60.0,0.9358399,2.4601123,0.8866376
22,280,50,230,120,60.0,0.9139716,1.3667291,0.886637
50,190,12,240,20,70.0,0.92788726,2.0625186,0.8866369
50,320,22,260,20,70.0,0.9229143,1.8140223,0.8866339
32,320,12,230,80,30.0,0.9159518,1.4661276,0.8866292
2,290,12,230,80,30.0,0.92191553,1.764323,0.8866291
42,160,42,240,40,70.0,0.9209151,1.7146238,0.8866226
42,130,50,290,20,70.0,0.9368176,2.5098116,0.88662136
50,110,2,100,40,70.0,0.9845278,4.8953753,0.8866203
42,120,2,110,80,70.0,0.96365297,3.8516912,0.88661915
50,120,32,290,80,60.0,0.9238935,1.8637215,0.88661903
42,300,50,330,100,40.0,0.9020202,0.77033824,0.8866134
