fast_low,slow_low,fast_high,slow_high,vol_lookback,vol_threshold_pct,sortino,trades_yr,penalised
42,140,50,330,120,70.0,0.9268539,1.2673306,0.9015073
32,130,22,320,60,70.0,0.9447452,2.161917,0.90150684
50,90,2,310,120,70.0,0.952696,2.559511,0.90150577
50,110,42,270,80,70.0,0.94474363,2.161917,0.9015053
42,100,32,340,60,70.0,0.94570696,2.2116163,0.90147465
50,120,32,260,60,60.0,0.934766,1.6649246,0.9014675
42,130,50,310,80,70.0,0.93674815,1.764323,0.90146166
42,120,32,320,60,40.0,0.92480814,1.1679322,0.9014495
42,140,50,260,80,70.0,0.9377198,1.8140223,0.90143937
42,110,42,270,60,70.0,0.9486419,2.360714,0.9014276
2,260,12,60,60,60.0,0.99435264,4.646879,0.90141505
50,300,50,200,60,60.0,0.93073666,1.4661276,0.9014141
32,300,12,230,60,60.0,0.93471205,1.6649246,0.90141356
50,290,12,60,100,70.0,0.95955014,2.9074056,0.90140206
50,330,42,200,120,70.0,0.92873394,1.3667291,0.9013994
42,310,22,250,20,50.0,0.94563127,2.2116163,0.90139896
42,130,32,340,120,70.0,0.9287316,1.3667291,0.90139705
22,290,12,230,40,50.0,0.9376744,1.8140223,0.90139395
42,130,50,300,100,60.0,0.93070847,1.4661276,0.9013859
42,150,42,280,40,70.0,0.9356691,1.7146238,0.90137666
42,300,12,230,40,40.0,0.9356665,1.7146238,0.90137404
42,160,42,220,40,70.0,0.93367374,1.6152253,0.9013693
42,140,22,320,40,60.0,0.93963295,1.9134208,0.90136456
50,150,12,210,20,70.0,0.9485726,2.360714,0.9013583
50,110,32,250,80,70.0,0.9445942,2.161917,0.90135586
32,120,22,260,40,70.0,0.9485686,2.360714,0.9013543
50,110,12,250,80,70.0,0.94557697,2.2116163,0.90134466
50,330,22,260,20,40.0,0.94059825,1.96312,0.90133584
12,320,12,230,80,30.0,0.9306482,1.4661276,0.9013257
42,130,50,230,80,60.0,0.9326352,1.5655261,0.9013247
50,110,42,240,40,70.0,0.95152044,2.5098116,0.9013242
42,130,2,350,40,70.0,0.9634478,3.1062026,0.90132374
50,120,32,310,80,40.0,0.93163615,1.5158268,0.9013196
42,110,50,230,60,70.0,0.95150864,2.5098116,0.9013124
12,350,42,220,120,60.0,0.9286434,1.3667291,0.90130883
50,310,12,230,20,40.0,0.9485142,2.360714,0.90129995
50,120,50,280,100,70.0,0.9335944,1.6152253,0.9012899
50,120,2,190,40,60.0,0.9713607,3.5037966,0.90128475
50,320,22,260,60,60.0,0.9296005,1.4164283,0.90127194
50,110,50,230,80,70.0,0.94350034,2.1122177,0.90125597
50,300,12,60,60,50.0,0.9753051,3.7025933,0.9012532
42,310,22,260,40,70.0,0.9275789,1.3170298,0.9012383
50,120,50,290,120,50.0,0.9285273,1.3667291,0.9011927
50,100,2,310,100,60.0,0.9573471,2.808007,0.90118694
42,320,50,230,120,60.0,0.924544,1.1679322,0.90118533
50,110,22,270,60,70.0,0.94541496,2.2116163,0.90118265
42,130,42,250,120,60.0,0.935467,1.7146238,0.90117455
42,110,42,310,60,70.0,0.9483873,2.360714,0.90117306
32,320,50,200,80,60.0,0.9304949,1.4661276,0.90117234
12,320,12,230,60,30.0,0.9304854,1.4661276,0.90116286
50,120,12,210,20,70.0,0.95731264,2.808007,0.9011525
42,340,12,230,40,60.0,0.9384259,1.8637215,0.9011515
42,130,50,220,100,70.0,0.9344382,1.6649246,0.90113974
32,240,12,230,20,70.0,0.9314549,1.5158268,0.90113837
50,130,50,330,40,70.0,0.94238836,2.0625186,0.901138
50,120,32,280,60,50.0,0.9344333,1.6649246,0.9011348
50,120,2,320,100,60.0,0.95033497,2.4601123,0.90113276
50,100,2,300,40,70.0,0.9761687,3.7522926,0.90112287
50,320,22,260,60,50.0,0.9274618,1.3170298,0.9011212
42,130,50,250,80,50.0,0.9324316,1.5655261,0.901121
50,120,50,300,100,70.0,0.9344163,1.6649246,0.9011178
50,330,12,230,40,40.0,0.93640274,1.764323,0.90111625
42,130,42,290,60,60.0,0.93141973,1.5158268,0.9011032
50,160,42,290,40,70.0,0.9343967,1.6649246,0.9010982
50,300,50,250,80,70.0,0.9244565,1.1679322,0.90109783
42,310,50,210,80,60.0,0.92743766,1.3170298,0.90109706
50,120,50,210,40,60.0,0.9343925,1.6649246,0.901094
50,120,12,260,40,60.0,0.94731295,2.3110147,0.90109265
50,120,22,300,100,60.0,0.9343894,1.6649246,0.9010909
50,100,12,230,80,60.0,0.94034535,1.96312,0.90108293
50,100,50,280,60,70.0,0.94928163,2.4104133,0.9010734
50,120,50,290,120,60.0,0.9323802,1.5655261,0.9010697
50,130,22,280,20,70.0,0.9522573,2.559511,0.901067
2,260,12,230,80,50.0,0.94827634,2.360714,0.901062
12,310,12,230,60,30.0,0.93137354,1.5158268,0.901057
42,150,50,330,100,50.0,0.92143196,1.0188345,0.9010553
50,130,22,270,60,60.0,0.93534136,1.7146238,0.9010489
42,140,12,340,40,70.0,0.9422927,2.0625186,0.90104234
50,90,22,260,60,70.0,0.9532245,2.6092103,0.9010403
42,150,32,320,60,70.0,0.93731326,1.8140223,0.9010328
50,130,42,260,60,70.0,0.94226456,2.0625186,0.9010142
42,140,42,290,20,70.0,0.9492106,2.4104133,0.90100235
42,130,22,230,60,70.0,0.9392672,1.9134208,0.9009988
42,140,12,230,40,50.0,0.93628395,1.764323,0.90099746
42,280,42,200,120,70.0,0.9273206,1.3170298,0.90098
50,120,12,260,120,70.0,0.9352609,1.7146238,0.90096843
50,330,42,220,20,60.0,0.9471873,2.3110147,0.90096706
50,130,50,250,40,70.0,0.94221276,2.0625186,0.90096235
42,310,22,310,20,70.0,0.92927986,1.4164283,0.9009513
50,120,32,310,120,40.0,0.9322617,1.5655261,0.90095115
50,110,50,310,60,70.0,0.947171,2.3110147,0.90095073
42,330,50,230,120,60.0,0.9233109,1.118233,0.9009462
50,120,22,230,80,70.0,0.93920386,1.9134208,0.9009354
42,310,12,220,80,60.0,0.9372127,1.8140223,0.90093225
50,120,50,260,80,60.0,0.93621725,1.764323,0.9009308
42,270,50,200,60,60.0,0.92826116,1.3667291,0.9009266
42,150,22,240,40,70.0,0.9421753,2.0625186,0.9009249
42,100,32,250,120,60.0,0.94217193,2.0625186,0.9009216
42,120,42,300,100,70.0,0.93620765,1.764323,0.9009212
42,150,50,330,80,40.0,0.9232837,1.118233,0.900919
42,130,50,230,100,60.0,0.93321294,1.6152253,0.90090847
50,120,2,320,80,70.0,0.94910836,2.4104133,0.90090007
42,130,22,200,80,70.0,0.93618274,1.764323,0.90089625
50,130,22,260,20,70.0,0.9520764,2.559511,0.9008862
42,120,2,200,100,60.0,0.97293717,3.603195,0.9008733
42,100,42,210,120,60.0,0.94410545,2.161917,0.9008671
42,120,2,260,120,70.0,0.96000886,2.957105,0.90086675
42,120,50,330,120,70.0,0.9321727,1.5655261,0.90086216
42,310,50,170,80,60.0,0.9291889,1.4164283,0.9008603
42,100,12,250,80,70.0,0.9460858,2.2613153,0.9008595
42,130,12,240,80,50.0,0.93912697,1.9134208,0.9008586
42,350,42,220,20,50.0,0.9470767,2.3110147,0.9008564
32,310,22,260,80,60.0,0.9331503,1.6152253,0.9008458
50,110,22,270,120,70.0,0.93414295,1.6649246,0.90084445
42,150,12,60,60,60.0,0.97489166,3.7025933,0.90083975
42,140,32,290,100,70.0,0.9331319,1.6152253,0.90082735
32,140,42,220,120,60.0,0.9361068,1.764323,0.9008203
50,130,12,60,60,70.0,0.9738764,3.6528943,0.9008186
42,110,12,60,40,60.0,0.9848033,4.199586,0.9008116
42,130,2,340,40,70.0,0.9609439,3.006804,0.9008078
42,100,32,260,60,70.0,0.948021,2.360714,0.9008067
50,130,32,310,40,70.0,0.94403857,2.161917,0.9008002
32,310,22,260,120,70.0,0.9271375,1.3170298,0.9007969
42,130,12,260,120,70.0,0.93408567,1.6649246,0.9007872
32,300,12,240,80,60.0,0.9370671,1.8140223,0.90078664
42,150,32,290,60,70.0,0.93805695,1.8637215,0.9007825
50,120,32,210,120,70.0,0.9300986,1.4661276,0.900776
42,110,2,290,100,70.0,0.9539511,2.6589093,0.9007729
42,100,22,250,100,70.0,0.9380473,1.8637215,0.90077287
50,320,22,260,20,60.0,0.938042,1.8637215,0.90076756
42,140,2,320,100,60.0,0.94796765,2.360714,0.9007534
50,290,42,220,100,70.0,0.9280868,1.3667291,0.90075225
50,300,50,200,120,70.0,0.9260951,1.2673306,0.9007485
42,110,2,310,40,70.0,0.96981215,3.4540973,0.9007302
42,130,22,230,100,70.0,0.93501747,1.7146238,0.90072495
42,310,50,200,80,70.0,0.9310396,1.5158268,0.90072304
50,130,22,270,60,70.0,0.9389912,1.9134208,0.9007228
50,140,12,250,40,70.0,0.94991815,2.4601123,0.9007159
50,110,12,240,40,60.0,0.9459365,2.2613153,0.9007102
42,130,42,220,100,60.0,0.93500054,1.7146238,0.9007081
50,120,22,100,60,60.0,0.9459343,2.2613153,0.90070796
50,150,22,260,60,40.0,0.9330061,1.6152253,0.9007016
42,130,50,260,120,60.0,0.9349927,1.7146238,0.9007002
12,280,12,60,120,40.0,0.97971755,3.9510896,0.90069574
42,130,22,310,80,60.0,0.9349698,1.7146238,0.9006773
50,120,42,310,60,60.0,0.9339743,1.6649246,0.90067583
50,320,12,250,40,60.0,0.9389416,1.9134208,0.90067315
50,140,12,240,80,60.0,0.93297434,1.6152253,0.9006699
50,140,50,200,20,70.0,0.9399274,1.96312,0.90066504
50,320,12,250,20,50.0,0.95582557,2.758308,0.90065944
42,120,22,340,60,70.0,0.943897,2.161917,0.9006587
32,130,50,200,60,70.0,0.9478666,2.360714,0.90065235
2,260,12,230,60,60.0,0.95382893,2.6589093,0.90065074
22,300,12,230,20,50.0,0.94189656,2.0625186,0.9006462
42,340,50,210,120,60.0,0.92400247,1.1679322,0.9006438
50,110,12,210,40,70.0,0.95282596,2.6092103,0.90064174
42,140,50,140,80,70.0,0.93095696,1.5158268,0.9006404
50,130,32,320,40,70.0,0.9428831,2.1122177,0.9006387
42,140,32,310,100,70.0,0.93294257,1.6152253,0.90063804
50,100,2,300,100,70.0,0.95181787,2.559511,0.9006277
22,240,12,230,40,60.0,0.9339252,1.6649246,0.9006267
42,310,12,250,60,60.0,0.93591267,1.764323,0.90062624
50,100,22,260,120,70.0,0.93690556,1.8140223,0.9006251
50,120,50,310,80,70.0,0.9369,1.8140223,0.90061957
42,120,22,280,100,60.0,0.9388869,1.9134208,0.9006185
12,320,12,60,40,50.0,0.99057186,4.4977813,0.9006162
50,130,12,60,100,40.0,0.9915609,4.5474806,0.9006113
42,100,32,250,100,70.0,0.93688774,1.8140223,0.9006073
42,140,22,260,80,50.0,0.9328966,1.6152253,0.9005921
50,120,32,320,40,60.0,0.93885154,1.9134208,0.90058315
42,120,22,210,40,70.0,0.94878703,2.4104133,0.90057874
32,320,12,230,40,60.0,0.93685913,1.8140223,0.9005787
42,310,22,260,80,70.0,0.9288987,1.4164283,0.90057015
42,130,32,210,120,70.0,0.92889434,1.4164283,0.90056574
50,340,50,190,120,60.0,0.9268924,1.3170298,0.90055186
42,130,50,290,100,60.0,0.9298729,1.4661276,0.9005503
42,280,12,230,60,60.0,0.93384534,1.6649246,0.90054685
42,300,12,230,80,50.0,0.93383884,1.6649246,0.90054035
50,310,50,200,80,70.0,0.9318434,1.5655261,0.90053284
50,120,50,140,100,60.0,0.9328307,1.6152253,0.90052617
42,100,12,230,60,60.0,0.9397761,1.96312,0.9005137
50,160,22,280,20,70.0,0.95170075,2.559511,0.9005105
42,140,22,350,60,70.0,0.93778056,1.8637215,0.90050614
50,290,50,200,60,60.0,0.9288155,1.4164283,0.90048695
42,110,42,290,100,70.0,0.9377572,1.8637215,0.9004827
50,120,22,220,80,60.0,0.9327868,1.6152253,0.90048236
50,130,12,60,40,60.0,0.9804976,4.0007887,0.9004818
42,130,22,220,100,70.0,0.9337802,1.6649246,0.9004817
50,120,42,280,80,60.0,0.93476063,1.7146238,0.9004682
42,140,50,270,100,70.0,0.92978513,1.4661276,0.90046257
12,120,22,260,20,30.0,0.94667375,2.3110147,0.90045345
42,170,12,230,20,70.0,0.94766617,2.360714,0.90045184
42,100,2,100,60,60.0,0.9913975,4.5474806,0.90044785
50,120,32,240,120,60.0,0.93573314,1.764323,0.90044665
42,140,2,330,40,70.0,0.95660067,2.808007,0.9004405
22,250,12,230,40,60.0,0.9317486,1.5655261,0.9004381
50,100,2,260,40,70.0,0.97746485,3.8516912,0.90043104
42,130,42,290,20,70.0,0.95062435,2.5098116,0.9004281
42,150,22,260,20,70.0,0.94962484,2.4601123,0.90042263
42,100,42,160,120,70.0,0.9356898,1.764323,0.9004033
42,300,12,60,60,60.0,0.9724605,3.603195,0.9003966
42,260,12,230,40,40.0,0.93667084,1.8140223,0.9003904
50,120,2,260,80,70.0,0.9625108,3.1062026,0.9003868
50,310,22,260,80,70.0,0.9297072,1.4661276,0.90038466
50,120,50,170,100,70.0,0.93168753,1.5655261,0.900377
42,100,42,240,80,70.0,0.9465956,2.3110147,0.9003753
42,140,22,260,60,50.0,0.93366045,1.6649246,0.90036196
50,100,50,270,60,70.0,0.948562,2.4104133,0.9003537
50,310,2,310,100,70.0,0.93960685,1.96312,0.9003445
42,140,12,240,60,50.0,0.9386123,1.9134208,0.9003439
32,300,50,200,120,50.0,0.9266775,1.3170298,0.9003369
42,110,12,260,40,70.0,0.9564878,2.808007,0.9003276
42,350,12,240,20,50.0,0.94653803,2.3110147,0.9003177
42,130,12,230,120,60.0,0.93560356,1.764323,0.90031713
42,110,22,220,40,70.0,0.9484998,2.4104133,0.90029156
32,130,22,260,80,70.0,0.94154173,2.0625186,0.9002913
50,290,12,230,20,60.0,0.9524529,2.6092103,0.9002687
42,290,50,230,120,70.0,0.9236221,1.1679322,0.9002634
42,120,32,290,120,60.0,0.939525,1.96312,0.9002626
42,120,32,310,60,40.0,0.92659956,1.3170298,0.90025896
50,120,12,260,100,60.0,0.9415089,2.0625186,0.90025854
50,300,12,230,20,70.0,0.94547963,2.2613153,0.9002533
42,130,22,240,80,60.0,0.9325547,1.6152253,0.9002502
42,140,32,210,40,70.0,0.9385178,1.9134208,0.9002494
50,150,22,320,40,70.0,0.9375171,1.8637215,0.9002427
42,140,42,260,120,60.0,0.9325376,1.6152253,0.9002331
50,100,50,280,40,70.0,0.952413,2.6092103,0.9002288
42,310,12,240,60,50.0,0.9325287,1.6152253,0.9002242
32,130,12,250,100,60.0,0.9424529,2.1122177,0.90020853
50,130,50,280,60,70.0,0.9394707,1.96312,0.9002083
22,260,42,220,120,60.0,0.92853004,1.4164283,0.9002015
50,150,12,250,80,60.0,0.935473,1.764323,0.90018654
42,100,32,280,120,60.0,0.9414279,2.0625186,0.9001775
50,300,2,310,120,60.0,0.94142526,2.0625186,0.90017486
42,120,50,140,60,70.0,0.93744844,1.8637215,0.900174
32,320,12,230,20,70.0,0.9424063,2.1122177,0.9001619
42,320,12,250,20,50.0,0.954331,2.7086086,0.9001588
50,310,12,240,60,50.0,0.9334507,1.6649246,0.9001522
42,320,50,190,120,60.0,0.92747754,1.3667291,0.90014297
42,120,12,250,60,40.0,0.94139284,2.0625186,0.9001425
42,330,12,240,20,50.0,0.94834906,2.4104133,0.90014076
50,150,12,230,60,40.0,0.93442124,1.7146238,0.9001287
42,270,12,250,40,60.0,0.9374008,1.8637215,0.9001264
42,110,50,200,100,70.0,0.9403812,2.0128193,0.90012485
32,350,12,240,20,50.0,0.9463433,2.3110147,0.900123
50,320,12,240,40,60.0,0.93639266,1.8140223,0.9001122
42,260,12,230,40,50.0,0.93041724,1.5158268,0.9001007
50,110,42,260,60,70.0,0.94830626,2.4104133,0.90009797
42,290,42,220,80,70.0,0.9294034,1.4661276,0.90008086
42,120,42,230,120,70.0,0.9343705,1.7146238,0.90007806
42,100,42,260,80,70.0,0.9453039,2.2613153,0.90007764
50,110,2,320,120,70.0,0.9442977,2.2116163,0.90006536
50,310,2,310,120,70.0,0.93336266,1.6649246,0.9000642
50,310,42,200,120,70.0,0.9273985,1.3667291,0.9000639
50,320,42,270,120,60.0,0.92341805,1.1679322,0.9000594
42,130,12,60,100,40.0,0.99200106,4.59718,0.9000575
50,120,32,270,100,60.0,0.9313658,1.5655261,0.9000553
50,120,12,220,60,50.0,0.9383187,1.9134208,0.9000503
42,280,12,230,60,30.0,0.93035847,1.5158268,0.90004194
12,310,12,230,60,40.0,0.933334,1.6649246,0.9000355
50,290,50,170,120,60.0,0.92339045,1.1679322,0.9000318
32,310,22,260,40,70.0,0.9283571,1.4164283,0.9000285
50,140,12,60,60,60.0,0.9750675,3.7522926,0.9000217
50,100,50,210,120,60.0,0.9412409,2.0625186,0.89999056
42,150,12,250,60,70.0,0.94223255,2.1122177,0.8999882
42,130,22,350,40,70.0,0.9442157,2.2116163,0.89998335
50,100,42,250,40,70.0,0.95216507,2.6092103,0.89998084
50,120,22,340,60,70.0,0.9392308,1.96312,0.8999684
42,130,12,60,80,50.0,0.9789876,3.9510896,0.8999658
50,330,12,220,20,50.0,0.95115566,2.559511,0.89996547
42,140,12,60,120,70.0,0.9600969,3.006804,0.8999608
50,120,50,160,120,60.0,0.93324816,1.6649246,0.89994967
42,110,32,260,120,70.0,0.93225133,1.6152253,0.89994687
50,120,50,270,100,50.0,0.92727816,1.3667291,0.8999436
42,120,50,220,60,70.0,0.9471525,2.360714,0.8999382
42,310,22,260,120,70.0,0.9232963,1.1679322,0.8999376
42,140,50,270,80,70.0,0.9352144,1.764323,0.899928
50,290,12,230,20,40.0,0.9431589,2.161917,0.8999206
42,130,50,250,60,60.0,0.9312296,1.5655261,0.8999191
42,330,50,190,120,60.0,0.92624074,1.3170298,0.89990014
32,310,12,230,20,60.0,0.9520784,2.6092103,0.8998942
50,320,50,200,80,70.0,0.9302095,1.5158268,0.899893
50,120,32,340,100,50.0,0.92325115,1.1679322,0.8998925
50,120,50,270,120,50.0,0.93020415,1.5158268,0.8998876
42,160,12,230,40,50.0,0.9331834,1.6649246,0.8998849
32,310,50,200,20,50.0,0.94908464,2.4601123,0.89988244
42,140,2,100,80,60.0,0.9878403,4.3983827,0.89987266
50,130,12,240,100,60.0,0.9371455,1.8637215,0.89987105
22,290,42,220,120,60.0,0.9262064,1.3170298,0.8998658
50,290,12,240,40,60.0,0.9351467,1.764323,0.89986026
50,120,42,180,60,70.0,0.9401053,2.0128193,0.8998489
42,140,22,310,80,40.0,0.9311567,1.5655261,0.89984614
42,120,42,310,120,70.0,0.9321493,1.6152253,0.89984477
42,130,12,210,100,60.0,0.93811107,1.9134208,0.8998427
42,260,12,230,60,30.0,0.93015206,1.5158268,0.8998355
50,310,12,240,80,60.0,0.93710786,1.8637215,0.89983344
50,330,22,260,20,60.0,0.93710405,1.8637215,0.8998296
42,120,50,240,100,60.0,0.9351041,1.764323,0.89981765
42,140,50,140,120,70.0,0.92913026,1.4661276,0.89980775
42,110,22,240,100,70.0,0.93905324,1.96312,0.8997909
42,130,50,330,100,40.0,0.9271242,1.3667291,0.89978963
42,300,50,200,120,50.0,0.92612654,1.3170298,0.89978594
32,120,42,290,60,70.0,0.94401777,2.2116163,0.89978546
22,280,12,60,40,50.0,0.99271894,4.646879,0.89978135
42,120,22,230,120,70.0,0.9340688,1.7146238,0.89977634
42,130,50,230,60,60.0,0.92810386,1.4164283,0.8997753
42,290,12,60,40,50.0,0.99170804,4.59718,0.8997645
42,270,12,230,80,60.0,0.93107074,1.5655261,0.89976025
50,110,12,250,60,60.0,0.9449806,2.2613153,0.8997543
50,320,50,200,100,60.0,0.92510027,1.2673306,0.89975363
42,130,22,240,60,60.0,0.9330414,1.6649246,0.8997429
50,320,22,260,80,70.0,0.9280662,1.4164283,0.89973766
32,310,50,230,120,60.0,0.9250683,1.2673306,0.8997217
42,150,42,240,40,70.0,0.9350052,1.764323,0.8997187
42,140,32,280,120,60.0,0.9330152,1.6649246,0.89971673
42,110,50,240,40,70.0,0.9489093,2.4601123,0.899707
50,160,12,250,40,60.0,0.94194263,2.1122177,0.8996983
32,120,22,260,100,70.0,0.9329813,1.6649246,0.8996828
50,290,42,200,120,60.0,0.9250267,1.2673306,0.89968014
42,140,42,200,120,60.0,0.93296987,1.6649246,0.8996714
42,250,12,230,40,60.0,0.93396086,1.7146238,0.8996684
50,100,22,250,120,70.0,0.9359443,1.8140223,0.89966387
42,110,22,320,120,70.0,0.9329596,1.6649246,0.8996611
42,120,50,300,100,60.0,0.9319646,1.6152253,0.89966005
50,120,12,330,40,70.0,0.9498531,2.5098116,0.8996569
50,300,12,240,80,60.0,0.9349413,1.764323,0.8996548
42,120,2,100,80,60.0,0.9915983,4.59718,0.8996547
32,240,12,230,40,60.0,0.9309563,1.5655261,0.89964575
12,290,12,60,120,40.0,0.97865885,3.9510896,0.8996371
50,100,42,240,60,70.0,0.9508035,2.559511,0.89961326
50,110,22,280,120,70.0,0.93586725,1.8140223,0.8995868
42,320,12,230,40,40.0,0.93486565,1.764323,0.89957917
42,100,42,270,80,70.0,0.944803,2.2613153,0.8995767
42,140,12,240,120,50.0,0.9368475,1.8637215,0.899573
42,130,2,310,80,60.0,0.95771873,2.9074056,0.89957064
42,330,12,230,60,50.0,0.93088084,1.5655261,0.8995703
32,130,12,230,40,70.0,0.9457865,2.3110147,0.8995662
42,130,32,310,100,50.0,0.92391866,1.2176313,0.89956605
42,100,2,300,100,70.0,0.94976217,2.5098116,0.89956594
42,140,32,320,120,40.0,0.9229222,1.1679322,0.89956355
50,150,32,320,60,40.0,0.9248845,1.2673306,0.89953786
50,120,22,240,80,50.0,0.9338291,1.7146238,0.8995366
42,140,2,310,120,50.0,0.9566902,2.8577063,0.8995361
50,300,12,230,60,30.0,0.9318374,1.6152253,0.89953285
50,130,22,310,80,70.0,0.93778586,1.9134208,0.8995174
50,100,22,320,100,70.0,0.9357933,1.8140223,0.8995128
42,100,32,250,80,70.0,0.9447315,2.2613153,0.89950514
32,130,50,250,120,60.0,0.9377725,1.9134208,0.8995041
50,300,22,260,60,50.0,0.9268318,1.3667291,0.8994972
50,120,42,320,120,70.0,0.9268294,1.3667291,0.8994948
42,300,50,250,120,60.0,0.92483705,1.2673306,0.8994904
42,310,22,310,80,70.0,0.919861,1.0188345,0.8994843
42,140,12,60,100,40.0,0.9884438,4.448082,0.8994822
50,130,22,290,20,70.0,0.9516651,2.6092103,0.8994809
32,130,42,290,60,70.0,0.9456946,2.3110147,0.8994743
50,130,50,270,60,70.0,0.9387282,1.96312,0.8994658
50,130,42,280,40,70.0,0.9397159,2.0128193,0.89945954
42,130,12,240,60,50.0,0.9397088,2.0128193,0.89945245
42,120,50,220,80,70.0,0.94169265,2.1122177,0.89944834
50,160,42,220,20,70.0,0.93671906,1.8637215,0.89944464
42,140,22,320,120,50.0,0.9247832,1.2673306,0.89943653
22,240,12,230,40,50.0,0.9317351,1.6152253,0.8994306
42,130,22,260,60,50.0,0.9347116,1.764323,0.8994251
22,340,12,230,80,60.0,0.9317288,1.6152253,0.89942425
42,280,42,220,120,60.0,0.92178845,1.118233,0.89942384
50,150,22,310,40,70.0,0.93867725,1.96312,0.89941484
32,330,12,230,80,60.0,0.9337066,1.7146238,0.89941406
42,140,50,330,120,40.0,0.9207829,1.0685337,0.8994123
42,130,22,320,60,60.0,0.9307153,1.5655261,0.89940476
42,120,50,140,120,60.0,0.9366782,1.8637215,0.89940375
50,130,22,300,40,70.0,0.9476055,2.4104133,0.89939725
42,110,22,290,80,70.0,0.9436287,2.2116163,0.8993964
42,110,22,290,60,70.0,0.9466095,2.360714,0.8993952
50,120,32,280,100,50.0,0.93169844,1.6152253,0.8993939
42,140,12,260,80,70.0,0.9386383,1.96312,0.899376
50,120,42,250,60,60.0,0.933668,1.7146238,0.89937556
50,120,22,320,120,60.0,0.93365747,1.7146238,0.899365
42,100,50,230,80,70.0,0.9435919,2.2116163,0.8993596
50,130,22,310,100,70.0,0.93364507,1.7146238,0.89935255
42,150,50,330,60,40.0,0.9207228,1.0685337,0.89935213
32,130,32,290,60,70.0,0.94258404,2.161917,0.8993457
50,290,42,200,100,70.0,0.9296611,1.5158268,0.89934456
50,130,22,260,100,60.0,0.93263835,1.6649246,0.89933985
32,340,12,60,60,60.0,0.96941394,3.5037966,0.899338
42,120,50,290,120,70.0,0.93163896,1.6152253,0.8993345
32,310,22,300,120,70.0,0.92268884,1.1679322,0.8993302
32,310,22,260,60,50.0,0.9276536,1.4164283,0.899325
32,300,50,210,120,60.0,0.92465353,1.2673306,0.8993069
50,110,32,290,40,70.0,0.9514702,2.6092103,0.899286
50,130,12,230,80,50.0,0.93457067,1.764323,0.8992842
42,140,50,240,120,60.0,0.93058497,1.5655261,0.8992744
50,310,22,310,80,70.0,0.92064285,1.0685337,0.89927214
12,220,2,310,120,70.0,0.94249064,2.161917,0.8992523
42,160,50,330,60,70.0,0.9345377,1.764323,0.8992513
32,310,12,230,60,30.0,0.9305508,1.5655261,0.8992403
32,290,12,230,80,60.0,0.9335314,1.7146238,0.89923894
50,290,2,290,120,70.0,0.9345208,1.764323,0.89923435
12,320,12,60,120,40.0,0.9782462,3.9510896,0.8992244
42,120,50,230,100,60.0,0.9345019,1.764323,0.8992154
42,160,22,290,40,70.0,0.9374786,1.9134208,0.8992102
42,120,2,330,60,70.0,0.95536846,2.808007,0.8992083
42,140,22,270,100,60.0,0.9305159,1.5655261,0.8992053
50,110,50,280,60,70.0,0.945422,2.3110147,0.89920175
42,160,32,320,120,50.0,0.9225573,1.1679322,0.89919865
50,100,2,310,120,60.0,0.95535004,2.808007,0.89918995
42,140,50,240,100,70.0,0.9314937,1.6152253,0.8991892
42,110,2,320,100,70.0,0.94639874,2.360714,0.89918447
42,130,32,320,20,70.0,0.94738257,2.4104133,0.8991743
42,100,12,230,80,60.0,0.93843305,1.96312,0.89917064
42,140,12,230,100,70.0,0.9304746,1.5655261,0.8991641
50,130,22,310,120,70.0,0.92649394,1.3667291,0.8991593
42,130,22,290,60,60.0,0.9334511,1.7146238,0.89915866
42,140,12,330,60,70.0,0.939415,2.0128193,0.89915854
32,130,12,60,100,70.0,0.969222,3.5037966,0.8991461
42,110,22,320,40,70.0,0.9502781,2.559511,0.8990879
50,290,2,190,40,50.0,0.9731372,3.7025933,0.89908534
42,140,2,220,40,70.0,0.96815926,3.4540973,0.89907736
42,140,32,320,100,40.0,0.9244203,1.2673306,0.89907366
42,130,32,320,100,50.0,0.92044383,1.0685337,0.8990732
42,100,50,220,120,70.0,0.93435556,1.764323,0.8990691
42,150,42,220,120,60.0,0.92937994,1.5158268,0.8990634
50,110,12,60,40,60.0,0.9830538,4.199586,0.8990621
50,110,12,60,120,70.0,0.96615005,3.3546987,0.8990561
42,340,12,230,20,40.0,0.9422909,2.161917,0.89905256
50,120,12,220,120,70.0,0.9313551,1.6152253,0.8990506
50,120,32,290,100,60.0,0.9333375,1.7146238,0.899045
50,120,42,280,120,50.0,0.9283625,1.4661276,0.8990399
42,150,50,340,60,70.0,0.93432605,1.764323,0.8990396
42,130,2,190,20,70.0,0.9730803,3.7025933,0.8990284
42,120,42,220,100,60.0,0.9363013,1.8637215,0.8990269
42,130,12,240,20,60.0,0.9511966,2.6092103,0.8990124
32,310,12,230,80,30.0,0.92932886,1.5158268,0.8990123
32,140,12,230,80,60.0,0.93229693,1.6649246,0.89899844
50,120,2,90,80,60.0,0.9949173,4.7959766,0.8989977
50,100,22,300,120,70.0,0.9342826,1.764323,0.8989961
50,350,12,230,20,40.0,0.9442097,2.2613153,0.89898336
42,130,50,170,80,60.0,0.9302888,1.5655261,0.8989783
42,160,32,280,40,70.0,0.9342544,1.764323,0.898968
42,130,50,140,60,70.0,0.93027794,1.5655261,0.8989674
42,170,12,230,40,70.0,0.9392099,2.0128193,0.8989535
