trial,fast_buy,slow_buy,fast_sell,slow_sell,Sortino,CAGR,Sharpe,MDD
1707,2,310,12,346,0.9409436717767272,0.2753830456993731,0.6520210058182568,-0.8446924806273649
1708,3,283,18,338,1.0038639698997078,0.30722226495910543,0.6926726730909647,-0.8446924806273647
1709,4,291,16,339,0.9854555041765339,0.29727199386052794,0.6799340835337866,-0.8446924806273648
1710,2,278,14,345,0.9582144285643038,0.2842472300175569,0.6635372743696979,-0.8446924806273648
1711,3,217,18,339,0.9691752774269915,0.28924773315027386,0.6694911429793171,-0.8575284767172363
1712,4,295,17,344,1.0124916913143374,0.3114913975310938,0.6981311695353426,-0.8446924806273648
1713,2,261,16,337,0.962111402904304,0.28559993287276564,0.6648394187119213,-0.8473685824307551
1714,3,286,18,350,0.997068636244034,0.3049358730538474,0.6897672199518773,-0.8565905188698277
1715,4,232,18,83,0.6545972412356899,0.14377016923000419,0.46015426345693994,-0.8315419662281629
1716,2,240,16,340,0.9544113028968896,0.2813865048857056,0.6593322488145887,-0.8609731007877683
1717,2,271,17,350,0.994243723201564,0.30311297818958116,0.6874068487762406,-0.8527189864399425
1718,3,305,11,337,0.9099418588599213,0.2597009163714967,0.6313659637403196,-0.8446924806273646
1719,4,279,15,345,0.9434566524584193,0.27590377464992044,0.6522151319443485,-0.8446924806273648
1720,3,292,18,337,0.9996291690752893,0.3048305580847892,0.6896682240542678,-0.8446924806273649
1721,2,298,17,343,1.0001214852891769,0.3051595362420272,0.6900812083478417,-0.8446924806273647
1722,4,285,17,337,0.9988080365821482,0.3044552910592542,0.689147531661052,-0.8446924806273648
1723,2,289,18,343,0.9965390600101041,0.30443114089137313,0.6891484473090285,-0.8446924806273648
1724,4,319,15,345,0.9568371055015514,0.2834138012470717,0.662088294773204,-0.8446924806273646
1725,2,267,38,350,0.8712569753872663,0.24025020065648084,0.6052661619771803,-0.9331558818085093
1726,3,277,18,336,1.0049535725272631,0.30758396726346393,0.6931494075222624,-0.8446924806273649
1727,3,302,16,335,0.9912451097562877,0.3002921065648083,0.6838508726852621,-0.8446924806273649
1728,33,285,17,341,0.9489831428174509,0.2780489860563071,0.6552972879593676,-0.8446924806273648
1729,4,275,19,335,0.9699779950260445,0.28946774506560513,0.6697837493729851,-0.8446924806273648
1730,2,310,16,206,0.8289507709464677,0.22044870359995805,0.5782507220227758,-0.8358143591843732
1731,3,74,18,185,0.7273756848149651,0.17287695415881799,0.5118703816468388,-0.9561880421674809
1732,2,294,7,341,0.9008727218843441,0.25656352571296903,0.6277228398892624,-0.8477679037887199
1733,5,263,14,335,0.9289771100495401,0.26902895387803016,0.6437255325223661,-0.8621792682924032
1734,4,280,17,346,0.9929874512780769,0.30152628965077866,0.6853640285850525,-0.8446924806273648
1735,3,290,19,333,1.0168636464547993,0.31398103149761125,0.7013118367656976,-0.8446924806273648
1736,2,71,17,350,0.9155654349894325,0.2640275888263337,0.6361895758919086,-0.9584639096050339
1737,22,296,18,341,0.9832304177894805,0.29577954707124454,0.6783467896436982,-0.8446924806273649
1738,3,282,15,334,0.9211212160022207,0.2653513723971934,0.6387402406218601,-0.853426378706246
1739,50,302,19,172,0.7228474061901494,0.1672351393285938,0.501112279418581,-0.8850039219511715
1740,2,76,16,345,0.965047445751746,0.28813296594233484,0.6663691685940095,-0.8864447962071242
1741,4,270,18,340,0.956166215721704,0.28200710650428107,0.660139795278766,-0.8446924806273649
1742,2,287,19,333,1.0237856302498987,0.3176397871480856,0.7059173707556365,-0.8446924806273648
1743,4,68,18,340,0.8686895041710114,0.23896750260168087,0.6037298699933227,-0.9554576789680587
1744,3,275,17,147,0.6850675114510925,0.15540128482199944,0.4820330636445793,-0.9055755975194871
1745,5,80,20,346,0.9021036062876813,0.25674460748964467,0.6268222021129471,-0.9536995944979795
1746,2,314,16,333,0.9756786636015458,0.29206207715073274,0.6732826146962099,-0.8446924806273646
1747,3,133,19,256,0.8410270913526088,0.2261624012229595,0.5864870707863247,-0.9316158911972032
1748,2,304,16,338,0.9915042697638526,0.3004773628892883,0.6841157505759506,-0.8446924806273649
1749,4,296,17,345,1.0340784397954172,0.32256513656390706,0.7122522397609069,-0.8446924806273648
1750,6,299,18,346,0.9946340209661948,0.3032602558864763,0.6876694105517529,-0.8482232463042794
1751,6,297,13,345,0.9444200788230823,0.2772741662518061,0.6544996232704402,-0.8446924806273647
1752,6,307,15,346,0.9663629692489591,0.2875692185960874,0.667436919938945,-0.8446924806273648
1753,5,300,17,350,0.9898173024568725,0.3010138286282078,0.6847820605461946,-0.8493981401720397
1754,5,294,20,340,0.9953347679676354,0.3036629409170839,0.6881626373429142,-0.8446924806273649
1755,6,304,18,344,0.9947233068265476,0.30334427208231673,0.6877660260422555,-0.8446924806273649
1756,5,292,20,350,0.9946181693902224,0.30319114098365496,0.6875180274823471,-0.8446924806273649
1757,5,309,18,333,0.9992226608306098,0.30450385828474325,0.6891841607989981,-0.8446924806273647
1758,4,299,16,228,0.8556116923196425,0.23292062669768732,0.5956470917341831,-0.7987010639536838
1759,4,292,19,350,1.0085118099334593,0.3102339693044711,0.6965409418762692,-0.8446924806273648
1760,5,289,21,339,0.9718392247082849,0.2914292981945261,0.672393662167141,-0.8447790172957599
1761,7,297,17,350,1.023990402899208,0.3183869818497349,0.7069874496963601,-0.8446924806273648
1762,4,306,50,332,0.8971596578277761,0.2529840617381778,0.6218417204739982,-0.8935035378342561
1763,6,285,17,340,1.007751868775765,0.3088801543363908,0.6948476616742717,-0.8446924806273647
1764,4,288,19,337,0.9705546719078726,0.29060500044333337,0.6713676271349679,-0.8446924806273647
1765,38,294,15,344,0.9007447333064149,0.25411434211788997,0.6236319953293783,-0.880299294553111
1766,4,300,16,331,0.9638882752018643,0.28685691823798876,0.6670113938058164,-0.8446924806273648
1767,40,312,18,337,0.950239184807905,0.27870629875163866,0.6559433852796587,-0.8446924806273648
1768,29,283,17,343,0.991198593265465,0.29975745827078537,0.6835357027330073,-0.8446924806273648
1769,5,182,20,329,0.9430396979654243,0.27609445627996343,0.6519895661255912,-0.9137311316230474
1770,4,291,18,335,0.9991311907467677,0.30439401228008767,0.6890755673572213,-0.8446924806273648
1771,3,281,14,241,0.8808853495722185,0.24513398496820415,0.6125143971217614,-0.7987010639536838
1772,5,303,19,350,1.0092474560179157,0.3111241703943406,0.6976713919328413,-0.8446924806273648
1773,3,289,16,341,1.0037607181052168,0.30715390712781976,0.6926881745576203,-0.8446924806273648
1774,4,317,17,330,0.9742751823350623,0.29226526171711953,0.6736084939248123,-0.8446924806273647
1775,42,296,19,337,0.8987870162242867,0.2528658055804167,0.6218393435769896,-0.8831489086393975
1776,3,283,21,345,0.9934408969181718,0.3030209262921608,0.6872283504317596,-0.8446924806273649
1777,3,299,18,139,0.7633443780089034,0.18957707979129879,0.5329511030734084,-0.8096679919946889
1778,4,275,17,331,0.9585347583063072,0.28340128268676823,0.6619831567841449,-0.8446924806273648
1779,7,287,16,341,0.9908501831082155,0.3002526134532604,0.6838992938148623,-0.8446924806273648
1780,5,294,19,350,1.0194560417608773,0.3161756857127478,0.7040865572049011,-0.8446924806273648
1781,4,308,15,335,0.9376679188219392,0.27366959980670247,0.6497320972249445,-0.8446924806273648
1782,3,283,18,344,0.994580888278163,0.30349330783534945,0.6879191518263945,-0.8446924806273648
1783,3,305,20,329,0.9838665383041054,0.2966111653465433,0.6790725245164408,-0.8446924806273647
1784,2,277,17,105,0.718318018410895,0.16962879220725746,0.5020752082097648,-0.8273608095123143
1785,3,288,15,285,0.850208836750936,0.23081788818883453,0.5927047498754876,-0.8290394402113865
1786,5,298,18,339,1.0013113605089303,0.30588334557760866,0.6910189293872157,-0.8446924806273648
1787,4,293,19,334,0.9927593397725062,0.30120146867511366,0.6849446558355246,-0.8446924806273648
1788,2,272,17,344,1.0104991671885855,0.3106337663159322,0.6969773017355567,-0.8446924806273647
1789,2,266,16,330,0.9317832994504843,0.27107734241386616,0.6462826561970214,-0.8708399418679089
1790,3,57,18,338,0.8770564989344187,0.24287179074879006,0.6088924433178051,-0.9354182838891079
