slow,fast,leverage,CAGR,Sharpe,Sortino,Vol,MDD,MDD_Entry,Trades_Year,Total_Trades,Max_Recovery_Days
51,44,3,0.126376,0.422278,0.593727,0.380932,-0.865086,-0.850502,6.947785,669,4055
51,45,3,0.118842,0.405277,0.566769,0.382896,-0.931830,-0.857786,7.259345,699,4093
51,46,3,0.113459,0.392657,0.549280,0.382599,-0.910506,-0.822152,7.882464,759,4039
51,47,3,0.092391,0.342813,0.477324,0.382211,-0.945793,-0.892277,8.650979,833,6202
51,48,3,0.083676,0.321931,0.447300,0.382508,-0.959119,-0.922197,9.689512,933,6300
51,49,3,0.067736,0.288160,0.394641,0.385713,-0.976600,-0.955512,11.600412,1117,6454
51,50,3,0.076493,0.310191,0.426614,0.389496,-0.963928,-0.931386,15.546837,1497,6175
52,2,3,0.164376,0.518636,0.741762,0.355846,-0.918864,-0.836840,11.371935,1095,5361
52,3,3,0.167792,0.526277,0.755578,0.356570,-0.902570,-0.837050,9.564888,921,5574
52,4,3,0.156060,0.497804,0.711415,0.357303,-0.927089,-0.858241,8.547125,823,4702
52,5,3,0.155664,0.496276,0.708494,0.358851,-0.917288,-0.854657,7.799382,751,4702
52,6,3,0.151587,0.486425,0.692017,0.359452,-0.885301,-0.849472,7.321657,705,4627
52,7,3,0.161089,0.508665,0.724463,0.360959,-0.876058,-0.834264,6.823161,657,3631
52,8,3,0.162570,0.511833,0.729359,0.361800,-0.893120,-0.840573,6.386977,615,3739
52,9,3,0.162100,0.510128,0.726239,0.363354,-0.876000,-0.849710,6.158500,593,3475
52,10,3,0.152700,0.487726,0.694072,0.363314,-0.853209,-0.825974,6.054647,583,2957
52,11,3,0.151061,0.484014,0.686965,0.363133,-0.901034,-0.882080,5.701545,549,3479
52,12,3,0.141320,0.460330,0.651524,0.364447,-0.918109,-0.903596,5.597692,539,3521
52,13,3,0.134479,0.443608,0.627232,0.365518,-0.927157,-0.914248,5.576921,537,3623
52,14,3,0.126516,0.424608,0.597467,0.365444,-0.944650,-0.928880,5.556151,535,5389
52,15,3,0.126491,0.424634,0.597305,0.365035,-0.938351,-0.927057,5.452298,525,5066
52,16,3,0.127304,0.426628,0.601264,0.363192,-0.915801,-0.906245,5.389986,519,4587
52,17,3,0.121339,0.411918,0.579013,0.364676,-0.931762,-0.924018,5.244591,505,4541
52,18,3,0.120137,0.409037,0.573517,0.365240,-0.947202,-0.937500,5.099196,491,4664
52,19,3,0.119809,0.408303,0.571932,0.364920,-0.945193,-0.936689,4.995343,481,4537
52,20,3,0.119068,0.406392,0.570026,0.365325,-0.942359,-0.930604,5.036884,485,4477
52,21,3,0.109467,0.382851,0.535218,0.367365,-0.953457,-0.948160,5.016114,483,5504
52,22,3,0.099786,0.358949,0.501337,0.366931,-0.951544,-0.948427,4.995343,481,6150
52,23,3,0.098091,0.354737,0.495919,0.368280,-0.928217,-0.918183,4.995343,481,5361
52,24,3,0.090907,0.337396,0.470536,0.372137,-0.971884,-0.969549,5.016114,483,6218
52,25,3,0.100576,0.360715,0.507053,0.375119,-0.946421,-0.943893,4.912260,473,6059
52,26,3,0.099895,0.359557,0.503100,0.376998,-0.957122,-0.953971,4.912260,473,6109
52,27,3,0.112538,0.389743,0.547082,0.376863,-0.950181,-0.934564,4.933031,475,6052
52,28,3,0.121035,0.409846,0.576875,0.377132,-0.926132,-0.897612,4.933031,475,5770
52,29,3,0.129805,0.430423,0.606651,0.377647,-0.912336,-0.893745,4.808407,463,5219
52,30,3,0.140520,0.455270,0.643524,0.378086,-0.882489,-0.864812,4.766866,459,3526
52,31,3,0.137123,0.447533,0.632209,0.377189,-0.901870,-0.889381,4.808407,463,3619
52,32,3,0.128809,0.428357,0.604028,0.375378,-0.895450,-0.877417,4.933031,475,5123
52,33,3,0.133662,0.439824,0.621212,0.374905,-0.886709,-0.867169,4.953802,477,4815
52,34,3,0.122676,0.413920,0.581945,0.376021,-0.922226,-0.909645,5.140738,495,5146
52,35,3,0.121691,0.411568,0.578058,0.377313,-0.920841,-0.908037,5.140738,495,5153
52,36,3,0.122769,0.414012,0.582096,0.378072,-0.923783,-0.911454,5.161508,497,4980
52,37,3,0.131737,0.435142,0.613823,0.376625,-0.880746,-0.865999,5.265362,507,4538
52,38,3,0.134505,0.441832,0.624447,0.374687,-0.858633,-0.834105,5.410756,521,3933
52,39,3,0.123533,0.415804,0.586893,0.375461,-0.892734,-0.885349,5.514610,531,4662
52,40,3,0.120660,0.409131,0.576061,0.375608,-0.891694,-0.884742,5.576921,537,4668
52,41,3,0.122454,0.413502,0.582405,0.374567,-0.882061,-0.863960,5.805399,559,4627
52,42,3,0.125691,0.420951,0.594007,0.376173,-0.908202,-0.900883,6.054647,583,4961
52,43,3,0.111386,0.387319,0.542613,0.378370,-0.906419,-0.895461,6.428518,619,5839
52,44,3,0.124329,0.418110,0.585210,0.382281,-0.885399,-0.813887,6.656996,641,4073
52,45,3,0.106789,0.377050,0.525817,0.382925,-0.936237,-0.866516,6.843932,659,5699
52,46,3,0.090259,0.337884,0.469922,0.383654,-0.943974,-0.888661,7.113950,685,6205
52,47,3,0.084909,0.325032,0.451320,0.383096,-0.960073,-0.924013,7.757841,747,6234
52,48,3,0.084191,0.324104,0.448572,0.385187,-0.969538,-0.942027,8.671749,835,6317
52,49,3,0.061661,0.274745,0.374594,0.388645,-0.983966,-0.969515,9.710282,935,6455
52,50,3,0.053111,0.254000,0.346329,0.388881,-0.972454,-0.947603,11.725036,1129,6966
53,2,3,0.172830,0.539131,0.773464,0.355336,-0.912678,-0.824400,11.268082,1085,5361
53,3,3,0.168368,0.527724,0.756458,0.356607,-0.900427,-0.833467,9.502576,915,5510
53,4,3,0.157506,0.501441,0.716260,0.356999,-0.929516,-0.862960,8.464043,815,4696
53,5,3,0.152183,0.487951,0.695296,0.358762,-0.900304,-0.810732,7.716299,743,5219
53,6,3,0.156345,0.497813,0.708597,0.359683,-0.871096,-0.827156,7.155491,689,4628
53,7,3,0.159901,0.505663,0.719589,0.361490,-0.883776,-0.863263,6.740078,649,3744
53,8,3,0.157021,0.498495,0.708524,0.362332,-0.906755,-0.885728,6.303894,607,3634
53,9,3,0.160641,0.506572,0.722444,0.363349,-0.863484,-0.834541,6.054647,583,3472
53,10,3,0.155576,0.494473,0.704146,0.363614,-0.863251,-0.837879,5.888481,567,3514
53,11,3,0.147232,0.474976,0.673722,0.362688,-0.903326,-0.884810,5.701545,549,3514
53,12,3,0.142085,0.462190,0.654221,0.364339,-0.927069,-0.914144,5.618463,541,3628
53,13,3,0.138898,0.454236,0.642623,0.365581,-0.918074,-0.903554,5.576921,537,3457
53,14,3,0.127243,0.426532,0.600065,0.364306,-0.929969,-0.910455,5.473068,527,4594
53,15,3,0.130524,0.434360,0.611767,0.365093,-0.926329,-0.913965,5.286132,509,4466
53,16,3,0.130984,0.435530,0.614219,0.363562,-0.904478,-0.893637,5.223820,503,4553
53,17,3,0.128104,0.428370,0.603576,0.364558,-0.923809,-0.911915,5.140738,495,4624
53,18,3,0.119755,0.407984,0.572507,0.365808,-0.942004,-0.931347,5.078426,489,4697
53,19,3,0.123927,0.418101,0.587789,0.365792,-0.929839,-0.918952,4.995343,481,4553
53,20,3,0.120014,0.408519,0.573799,0.366331,-0.933107,-0.919465,4.891490,471,4529
53,21,3,0.107178,0.377234,0.527095,0.366998,-0.946128,-0.931362,4.912260,473,6101
53,22,3,0.100345,0.360329,0.503214,0.367526,-0.940244,-0.919774,4.870719,469,6069
53,23,3,0.099138,0.357266,0.500103,0.368890,-0.935670,-0.922972,4.891490,471,5469
53,24,3,0.101635,0.363489,0.508966,0.370848,-0.937680,-0.922363,4.974572,479,5401
53,25,3,0.106948,0.376195,0.528562,0.373471,-0.924895,-0.899076,4.808407,463,5671
53,26,3,0.104252,0.370081,0.517714,0.377352,-0.956790,-0.947609,4.891490,471,6103
53,27,3,0.115350,0.396399,0.556871,0.377436,-0.940959,-0.926111,4.808407,463,6009
53,28,3,0.120291,0.408305,0.574746,0.374372,-0.901886,-0.870581,4.849948,467,5040
53,29,3,0.139472,0.453490,0.641006,0.374741,-0.914904,-0.898401,4.829178,465,3577
53,30,3,0.140492,0.455895,0.644536,0.374663,-0.889017,-0.872322,4.704554,453,3521
53,31,3,0.138774,0.451904,0.638444,0.374577,-0.899720,-0.886956,4.663013,449,3623
53,32,3,0.132786,0.437807,0.618033,0.374757,-0.866267,-0.849246,4.746095,457,3630
53,33,3,0.128729,0.428269,0.603677,0.374974,-0.896855,-0.878498,4.974572,479,5319
53,34,3,0.117090,0.400659,0.562579,0.377096,-0.912547,-0.892988,5.036884,485,5343
53,35,3,0.127885,0.426046,0.600204,0.377491,-0.883758,-0.859695,5.099196,491,3909
53,36,3,0.126112,0.421834,0.594431,0.377514,-0.895864,-0.870314,5.078426,489,4574
53,37,3,0.129678,0.430333,0.607429,0.375760,-0.883945,-0.869593,5.078426,489,4611
53,38,3,0.124678,0.418526,0.590442,0.375639,-0.909072,-0.895511,5.265362,507,4637
53,39,3,0.123062,0.414937,0.584286,0.374441,-0.905342,-0.891007,5.286132,509,4675
53,40,3,0.129364,0.429794,0.606489,0.374801,-0.884978,-0.877595,5.410756,521,4477
53,41,3,0.124211,0.417789,0.586631,0.376142,-0.912635,-0.903423,5.597692,539,5483
53,42,3,0.118363,0.403817,0.566966,0.377495,-0.904667,-0.894616,5.701545,549,5792
