trial,fast_low,slow_low,fast_high,slow_high,vol_lookback,vol_threshold_pct,Penalized,Sortino,CAGR,Sharpe,MDD,MDD_Entry,Trades_Yr
1151,47,298,12,283,48,55.52511969791124,0.9003065720277836,0.9332409149382701,0.27196040778460007,0.6584937516178909,-0.8136230716830007,-0.39964996835935007,1.6467171455243232
1152,47,323,14,219,46,54.570259306010584,1.0043143660902325,1.043521917174145,0.32609606503200994,0.7320350511870689,-0.7987010639536838,-0.3950066677634225,1.960377554195623
1153,45,307,10,233,51,51.584824267303,0.9698504515364271,1.0038303291424846,0.30568567943912006,0.7053687939855054,-0.7987010639536839,-0.3967937449813226,1.6989938803028732
1154,48,317,17,250,69,58.264358012746804,0.9327633576673624,0.9656977005778489,0.2878667779680524,0.6801377237924908,-0.7987010639536839,-0.531048737582316,1.6467171455243232
1155,16,130,13,239,63,56.43856486929717,0.8610456260168647,0.9044353158830611,0.25641539197193386,0.6386374429683348,-0.7987010639536839,-0.5164628627933563,2.1694844933098225
1156,46,325,12,226,43,53.677170615045526,0.9919305694158529,1.0311381204997654,0.3194336818255661,0.7234410448392411,-0.798701063953684,-0.43341759803994684,1.960377554195623
1157,49,330,9,233,47,57.627104263468674,0.9377041271844196,0.9842304211373291,0.2969175437165701,0.6936409302937909,-0.7987010639536839,-0.39747882323051154,2.3263146976454725
1158,30,314,7,242,50,55.52424940318497,0.8919194039600894,0.9415823019997118,0.2757659369140766,0.6646365908412077,-0.798701063953684,-0.46824570394837284,2.4831449019811225
1159,49,291,11,221,53,59.98299239525159,0.9495909126348963,0.9846163249365247,0.295858515002829,0.6923687816876499,-0.7987010639536838,-0.3962399600985458,1.7512706150814232
1160,47,321,14,231,45,50.892769871061056,1.0191414262100105,1.0552123732072098,0.3314931990848997,0.7391629920817244,-0.7987010639536838,-0.416749575113882,1.8035473498599732
1161,6,303,13,209,59,52.4973224200499,0.9210043156502824,0.9623029361253369,0.28504850746453614,0.6772457821997947,-0.803704652702329,-0.46919295356166846,2.064931023752723
1162,46,334,12,259,48,56.48492322426955,0.9498534708037999,0.9911520912788544,0.3000756004740275,0.6967812693381348,-0.7987010639536838,-0.39160788443242045,2.064931023752723
1163,44,271,11,237,41,54.71855396324595,1.0040838715129827,1.0370182144234692,0.3213522969590805,0.7265390907901498,-0.7987010639536838,-0.3956185561451063,1.6467171455243232
1164,32,309,15,244,50,58.83645384488549,0.9522148917293743,0.9882858387265738,0.29825129829604746,0.6944943188070848,-0.798701063953684,-0.4296159357910011,1.8035473498599732
1165,48,317,9,225,46,53.79638672730001,0.9867365391137621,1.0311717636755295,0.32035076727997747,0.7255048317739632,-0.7987010639536838,-0.4050392016305743,2.2217612280883725
1166,50,140,14,250,55,57.250467040459476,0.9551402158283735,0.991211162825573,0.2977865639879418,0.6958172738293734,-0.7987010639536839,-0.49706456056368864,1.8035473498599732
1167,47,328,11,229,52,55.90832647965876,0.9906578424406969,1.0277743241334674,0.31801894662976027,0.7217724333678988,-0.798701063953684,-0.3646292684353787,1.855824084638523
1168,48,339,10,236,44,58.23778900315609,0.9524273015792042,0.9905893179675457,0.2995968945116749,0.6968394849779669,-0.7987010639536839,-0.4062454787498826,1.908100819417073
1169,45,321,20,216,49,53.17474449409224,0.9629008526904922,0.9958351956009787,0.30241791730555434,0.7002718434356117,-0.7987010639536839,-0.38215622339766986,1.6467171455243232
1170,46,312,12,223,47,54.966947059335304,0.9962884752480939,1.0344504916364354,0.3212818345851629,0.726009434816385,-0.7987010639536838,-0.42406814595280096,1.908100819417073
1171,49,234,13,241,62,52.04425564739274,0.8804944909080592,0.9134288338185457,0.26052246777191357,0.6435506099108296,-0.8031376367644294,-0.6206426387433859,1.6467171455243232
1172,48,327,13,232,43,54.22769036314403,0.9954883741107204,1.035741459890204,0.32156868645450154,0.7261189704364323,-0.7987010639536839,-0.4301254938396234,2.012654288974173
1173,47,317,16,246,45,66.44087742618328,0.9504819807300099,0.9844618583360674,0.29679884671079826,0.6922417815156734,-0.7987010639536839,-0.598135530804008,1.6989938803028732
1174,49,304,12,227,58,56.90710496851187,0.9890031052722316,1.020891913487147,0.3143055205625471,0.7166867442657064,-0.7987010639536838,-0.4470614698182337,1.5944404107457733
1175,50,321,10,236,50,48.436449884057396,0.9520598910480368,0.9954495809142332,0.30182763040461724,0.6999476638567224,-0.7987010639536839,-0.38582715093042763,2.1694844933098225
1176,46,334,8,222,48,55.975251122525194,0.9947421970673035,1.037086352237929,0.32321350378648295,0.7299154297934126,-0.8059477755664353,-0.39117802957062764,2.117207758531273
1177,47,311,14,238,53,57.735118551213866,0.983974442211406,1.0179543198174634,0.31307967911132195,0.714683708731572,-0.7987010639536838,-0.45381196600280116,1.6989938803028732
1178,48,327,50,230,41,55.168135876439756,0.938846706976747,0.9749176539739465,0.29184695239911385,0.6821832553989353,-0.7987010639536838,-0.5987209842254275,1.8035473498599732
1179,45,296,11,244,65,52.72685142948817,0.9608890186838549,0.9917322922031994,0.2998459779994769,0.6971241789899706,-0.7987010639536838,-0.4085161695252295,1.5421636759672235
1180,49,117,44,216,46,53.595413809000334,0.9278122188569311,0.9712019087231275,0.2881479545068246,0.6791740855875225,-0.7987010639536839,-0.6103835430581173,2.1694844933098225
1181,38,317,12,232,55,59.27276409479793,0.9711375994024886,1.00929961579083,0.30801689251949393,0.7082008381769235,-0.7987010639536838,-0.47438948881919196,1.908100819417073
1182,43,307,10,254,60,56.62225415756126,0.9146053067259042,0.9590405312876716,0.2833811770663228,0.6742569818195073,-0.7987010639536839,-0.4311485507772562,2.2217612280883725
1183,47,321,15,239,50,54.3963974814423,0.9820371278413124,1.0181080748385118,0.3132750724082958,0.714648244489457,-0.798701063953684,-0.3892524156006205,1.8035473498599732
1184,46,313,12,226,48,57.383123922325275,1.03515454848258,1.0680888913930664,0.33854433602009393,0.7487465466149157,-0.7987010639536838,-0.44284410047448597,1.6467171455243232
1185,45,301,23,215,47,58.8460347051082,0.9658208354639656,1.001891782461165,0.30505869674429453,0.7031097413376151,-0.8261094567470565,-0.43048963802398177,1.8035473498599732
1186,34,312,13,222,48,57.95258827175847,1.0191390413209838,1.0541644536226122,0.3312046926414218,0.7389367032916421,-0.7987010639536839,-0.40391065583776964,1.7512706150814232
1187,44,325,14,103,49,57.604993872915344,0.8803046307396161,0.9414684104305195,0.27421865530832656,0.6674353254624008,-0.9063977472051389,-0.7188219040809911,3.058188984545172
1188,45,309,15,211,45,57.168014409855296,0.9837803954920725,1.025079015967127,0.3163559068459867,0.71907518339779,-0.7987010639536839,-0.3967937449813228,2.064931023752723
1189,46,331,13,218,47,58.373501141317256,0.9589270666846368,0.9981346177685493,0.30324414357646834,0.7017069147173267,-0.7987010639536839,-0.4503860183657499,1.960377554195623
1190,44,315,14,320,51,60.36802233602793,0.9315297397835753,0.9602819439117778,0.28567297356852683,0.6752657817243252,-0.8446924806273648,-0.42998693762969953,1.4376102064101235
1191,42,343,18,202,43,57.096620501277094,0.9493026873606007,0.9916468425312263,0.30021653786109126,0.6971945409689134,-0.8411490831711812,-0.49261227018959997,2.117207758531273
1192,46,108,12,224,45,56.369738629981626,0.9459734601355142,0.9893631500017106,0.2972900410487862,0.696059298434482,-0.7987010639536839,-0.4365622751844366,2.1694844933098225
1193,47,301,12,220,49,57.78264350017145,0.962713241512608,1.0008752579009494,0.30440275325556465,0.7036344733917886,-0.798701063953684,-0.4750015987028795,1.908100819417073
1194,44,323,13,207,47,58.402457733855364,0.9415405050731862,0.9870212643305246,0.2980287948771372,0.694470788276182,-0.8183862750555855,-0.5156706813125197,2.2740379628669225
1195,46,210,14,227,51,59.41765159507256,0.9393269941798205,0.9743524064814489,0.2898305387032283,0.6844645676594789,-0.7987010639536839,-0.5097401644614648,1.7512706150814232
1196,48,306,16,229,44,56.26137886539506,0.948449966398018,0.9855664480907885,0.29645186674695445,0.6922983046937593,-0.798701063953684,-0.4970542130043827,1.855824084638523
1197,50,335,13,223,49,56.955564453765916,0.9981467556783673,1.0363087720667088,0.32238082274643887,0.7274147199211864,-0.7987010639536839,-0.4390067410019296,1.908100819417073
1198,45,316,11,70,46,55.60606208836061,0.8668953828101614,0.9500153911080559,0.2758062971455737,0.6716680088703072,-0.8237801348596475,-0.4976001065841643,4.156000414894721
1199,49,282,16,214,51,57.4758483861014,0.9700293922426652,1.0040092698487226,0.30555130864633173,0.7050331114431285,-0.8158225253324062,-0.5022152145789982,1.6989938803028732
1200,47,323,12,227,48,58.27932797533442,1.0355279125271966,1.070553324828825,0.3399004689721563,0.7504434877371405,-0.798701063953684,-0.4377341116389204,1.7512706150814232
1201,48,311,15,220,52,59.92795746980223,0.9760500516455405,1.010029929251598,0.30892476655172385,0.7094145052122875,-0.7987010639536838,-0.4270015398259376,1.6989938803028732
1202,47,318,13,232,49,58.93709781917797,1.0151153908725459,1.0522318725653164,0.33032789673005647,0.7377972813391693,-0.798701063953684,-0.4329838313899067,1.855824084638523
1203,49,289,11,225,48,59.3817387864624,0.998939468964743,1.0371014853530844,0.322053108981726,0.727949404938089,-0.798701063953684,-0.37094990233151015,1.908100819417073
1204,47,297,36,233,50,58.583641394707065,0.8786515363145058,0.9042671363559952,0.25672525734946117,0.6367530032888851,-0.8471122132093298,-0.5504408181622544,1.2807800020744737
1205,48,330,12,213,52,60.81153988500398,0.9144032226768748,0.9536107737607873,0.281328389862862,0.6720975066345094,-0.8001516902471757,-0.4113374422841197,1.960377554195623
1206,50,322,14,226,46,58.346861187754186,0.9843228485561902,1.0245759343356737,0.31635552101122366,0.719313882713639,-0.7987010639536838,-0.4491833518055651,2.012654288974173
1207,48,314,11,235,43,59.63842593157984,1.0116325725528215,1.0518856583323049,0.32961217055814696,0.7372389776687733,-0.7987010639536838,-0.3858271509304275,2.012654288974173
1208,49,307,12,196,48,58.954941303484475,0.8453235567939303,0.8949864548335528,0.2541884638963612,0.635826311940762,-0.9167783853632787,-0.6023859656087784,2.4831449019811225
1209,48,327,10,218,45,58.55023642976765,0.9266578763331176,0.975275239677169,0.29188449201198496,0.6868709236521585,-0.7987010639536838,-0.34966276646217387,2.4308681672025725
1210,47,319,14,226,50,58.08429904520358,1.0085296260050438,1.0435550383066723,0.32570642531766003,0.7317346496351431,-0.7987010639536839,-0.416749575113882,1.7512706150814232
1211,47,148,13,231,41,60.44473645120783,0.98441980008832,1.0215362817810905,0.3126336282175024,0.7169168271941851,-0.7987010639536839,-0.42021126736195247,1.855824084638523
1212,49,313,11,239,47,53.20093415974462,1.0020446877948037,1.0412522388787162,0.32442210850983555,0.729962980382159,-0.7987010639536838,-0.3858271509304272,1.960377554195623
1213,46,337,12,221,52,59.53373000238426,0.9377170570485583,0.9758790734368998,0.292143518663766,0.6868135864492612,-0.7987010639536839,-0.4057953655593274,1.908100819417073
1214,48,323,15,229,49,57.29567654583171,1.0541866257526915,1.0881665033587489,0.3491726162200026,0.7622195420365723,-0.7987010639536839,-0.3923406717773349,1.6989938803028732
1215,50,334,16,210,53,57.87425705903597,0.9577699208135387,0.9959319372018802,0.3022338442997452,0.7000870127545974,-0.8011426332551287,-0.45998963777576785,1.908100819417073
1216,50,330,17,218,50,57.58693029801055,0.9889627049592352,1.0250336519564347,0.317090212715631,0.7200579266240053,-0.7987010639536839,-0.45421869089782696,1.8035473498599732
1217,49,345,18,224,53,57.41293074564307,0.9625284822743366,0.9975538945759651,0.303250123203195,0.7015218602993174,-0.7987010639536839,-0.46274380772179924,1.7512706150814232
1218,48,325,16,229,50,58.183112225841676,0.9930957517776129,1.0281211640792414,0.31866915784481464,0.7218568843121342,-0.798701063953684,-0.4452418203929237,1.7512706150814232
1219,48,330,17,215,51,57.340706288679804,0.9742045801604331,1.0113210618532036,0.3102341591653808,0.7108574778564443,-0.8100778652954069,-0.37668800296290417,1.855824084638523
1220,49,339,15,222,49,59.10883932697529,0.9832613878127224,1.021423404201064,0.31514795986224886,0.7176703707718048,-0.7987010639536838,-0.4082290041166152,1.908100819417073
1221,12,323,15,230,48,58.52803716452637,0.9961256360698001,1.0332421177625706,0.32077394527467673,0.7249892325215116,-0.7987010639536839,-0.48804386828702795,1.855824084638523
1222,50,322,47,227,52,56.850037136127845,0.9519637095614072,0.9838525177763227,0.29601253865572863,0.6878218368538416,-0.8090985614059635,-0.5987209842254277,1.5944404107457733
1223,49,327,10,234,48,57.9604514577475,1.0078305470459716,1.048083632825455,0.3286438717343918,0.7356417369005044,-0.7987010639536839,-0.36457721420016764,2.012654288974173
1224,27,319,9,220,46,57.0215780783241,0.9831304018735502,1.0254745570441757,0.3173749586857997,0.7216617421643029,-0.7987010639536839,-0.4070432163260588,2.117207758531273
1225,48,304,15,205,54,56.67413349004424,0.9234513453040581,0.9647499657791127,0.2865854067136413,0.6790860522083579,-0.8156597436838613,-0.428850521066763,2.064931023752723
1226,48,334,11,227,74,58.922254373330034,0.9557284248533405,0.99179937185054,0.3001353795590771,0.6975589422357141,-0.7987010639536838,-0.43772304035134135,1.8035473498599732
1227,49,314,13,235,50,55.9545091330944,0.9888841188255033,1.0260006005182738,0.3171301107541231,0.7201602791559393,-0.798701063953684,-0.4491833518055658,1.855824084638523
1228,47,326,16,213,43,57.60328502206927,0.9907441623923453,1.0309972481718288,0.3196562792762079,0.7233660357313241,-0.8063140864662547,-0.4633852904275595,2.012654288974173
1229,48,310,12,230,48,58.26220515611429,1.0224110773567485,1.059527559049519,0.3340171254429092,0.7428788190163629,-0.7987010639536838,-0.43511743828019833,1.855824084638523
1230,46,294,8,222,52,61.86401804221816,0.9438833069031645,0.985181927378219,0.29714353836335206,0.694742082981324,-0.8059477755664355,-0.43098422068164544,2.064931023752723
1231,47,307,10,226,49,59.98513433404182,0.9572060776325146,0.9974591634119981,0.30232472043242464,0.7010049953719193,-0.7987010639536838,-0.407609223066992,2.012654288974173
1232,46,301,17,219,51,59.18259610785532,0.9722678364528986,1.008338783450098,0.3081478335911225,0.7083204423980299,-0.798701063953684,-0.48339743297941073,1.8035473498599732
1233,47,300,12,272,54,59.59038724736526,0.859873209271507,0.8969896909642775,0.2534163782720624,0.633011392583779,-0.7987010639536838,-0.5141209958534778,1.855824084638523
1234,47,309,14,230,49,60.522052514720244,0.9988404157667278,1.0349113627639273,0.32083983443936415,0.725187424645266,-0.7987010639536838,-0.45078373833381835,1.8035473498599732
1235,48,64,11,240,46,58.17669312409115,0.8197526364407144,0.8965994365651828,0.25013095282113196,0.6301495959465646,-0.7987010639536838,-0.6028501027696007,3.842340006223421
1236,46,168,13,235,51,58.57909272549626,0.9635805578527944,1.003833643632278,0.30387644447331597,0.7041570388170659,-0.7987010639536839,-0.5481068397229969,2.012654288974173
1237,48,294,9,225,48,58.31337254119721,0.9722392523240485,1.01040126871239,0.30964551763933335,0.7115797817738968,-0.7987010639536839,-0.4490694963490308,1.908100819417073
1238,47,310,15,211,67,59.45880568015606,0.9540063444604574,0.9942594302399409,0.3013712816136418,0.6987840203394705,-0.7987010639536839,-0.45356883433290307,2.012654288974173
1239,48,320,11,243,44,58.68366043218916,0.9983436922000765,1.036505708588418,0.3220148010515129,0.7267271581281776,-0.7987010639536839,-0.4107212339084587,1.908100819417073
1240,46,304,34,231,45,58.01713800016393,0.8968460846853035,0.932917031682503,0.2708238101495086,0.6558985987480765,-0.8218495638680522,-0.4705973181950661,1.8035473498599732
1241,48,341,12,218,49,59.97197405759076,0.9416764427580918,0.9819295285375753,0.2954506519126012,0.6913941557662507,-0.8078512352715711,-0.41983506262256465,2.012654288974173
1242,47,330,14,236,53,59.025301888960286,0.9675970098715816,1.00262242217321,0.3054536650313664,0.7044498659082855,-0.798701063953684,-0.415552222646256,1.7512706150814232
1243,45,313,14,226,47,57.57635702273077,0.9995603425106845,1.036676824203455,0.3223210744472773,0.7271151496692074,-0.7987010639536838,-0.4167495751138822,1.855824084638523
1244,48,319,13,241,50,57.821799490915126,0.9963915174639153,1.0314169297655438,0.32028007076598297,0.7242533644228824,-0.7987010639536839,-0.4093608786941081,1.7512706150814232
1245,46,325,11,230,51,58.63621210016924,0.9968232027219641,1.0339396844147346,0.3209896046987244,0.7257730539517182,-0.7987010639536839,-0.34559376895859917,1.855824084638523
1246,49,308,10,247,45,57.28681107827969,0.9480659497303563,0.9925011742921237,0.3001434211320928,0.6973502537786802,-0.7987010639536838,-0.4060386887434899,2.2217612280883725
1247,47,316,12,185,48,58.161053623525106,0.8493115077682244,0.9031565445901308,0.2589711904678327,0.6427169582499183,-0.936122210196691,-0.6951540641628708,2.692251841095322
1248,45,333,13,221,54,56.83309510458084,0.9481149135660234,0.9852313952587939,0.2964621294194685,0.6925286489593616,-0.7987010639536839,-0.3793030367738077,1.855824084638523
1249,47,323,17,291,46,68.75160921846192,0.8791178670463746,0.9099611405657191,0.26044208341072417,0.6418309254906066,-0.8982859458220436,-0.5146969605776663,1.5421636759672235
1250,49,287,11,236,40,59.45971380764873,0.9924774372226403,1.0285483842198397,0.3169661449720622,0.7210224684379413,-0.798701063953684,-0.37084360997045307,1.8035473498599732
1251,46,315,19,229,48,62.73125280752532,0.9405314534888062,0.9724202617037216,0.2904631028558895,0.6839134592078147,-0.8021344313931782,-0.5734971198224783,1.5944404107457733
1252,48,300,10,215,110,57.445350307785475,0.9380511315103335,0.974122078507533,0.2921825270891536,0.6861755958494449,-0.7987010639536839,-0.48592800704289774,1.8035473498599732
1253,50,329,12,239,52,60.54760211902058,0.9581657238566275,0.995282205549398,0.30169256409905976,0.6995605289231658,-0.7987010639536838,-0.41487629319650665,1.855824084638523
1254,48,309,15,224,42,58.479802059705335,0.9807867430250562,1.0189487594133977,0.3134668643105889,0.715473729691863,-0.7987010639536839,-0.40171339902725867,1.908100819417073
1255,47,321,26,233,50,56.992824185911225,1.0017065579916138,1.0346409009021003,0.3225218923846995,0.725292777649566,-0.7987010639536838,-0.37841562855886746,1.6467171455243232
1256,46,339,13,245,44,59.11782988897895,0.9537865652134836,0.9909030469062541,0.29954915428713447,0.6966811917926304,-0.7987010639536839,-0.4544808904730038,1.855824084638523
1257,40,316,9,227,46,57.778339520173475,0.941553405863896,0.9849430957300924,0.2972223299844994,0.6942880554417651,-0.7987010639536839,-0.4080948716920888,2.1694844933098225
1258,49,329,16,236,48,56.548106971416445,0.976790844870801,1.0128617918680005,0.31088422309890307,0.7114580814429854,-0.7987010639536838,-0.48314889400860306,1.8035473498599732
1259,45,323,41,219,51,55.62347138380951,0.9857304253833327,1.0238924417716742,0.315625372480725,0.71400427273647,-0.7987010639536839,-0.5899320929636517,1.908100819417073
1260,47,99,11,231,55,57.41695351021644,1.0150024526306662,1.0531644690190076,0.32834890158080543,0.7382533653347055,-0.7987010639536839,-0.37245662045828565,1.908100819417073
1261,48,305,13,250,64,56.34739827127744,0.9461998064221739,0.9864528922016574,0.2973935729964081,0.6934152162217615,-0.7987010639536838,-0.4588053200195302,2.012654288974173
1262,48,83,14,241,47,59.86914555945242,0.879166922393537,0.9319664245198724,0.26851517124008417,0.6558039546384836,-0.8323296911349386,-0.6394299304584793,2.6399751063167725
1263,46,311,39,223,44,58.313178336869115,0.9338685523069677,0.9699394993041672,0.28920529703793485,0.6800360315035956,-0.8040581668589868,-0.4858062589148636,1.8035473498599732
1264,49,334,10,234,49,61.071686291009684,0.9471347090559884,0.9894788642266139,0.29871704432097346,0.6955749495681932,-0.7987010639536838,-0.3764722178785359,2.117207758531273
1265,47,320,12,208,53,57.076575185045854,0.9493555665674106,0.9916997217380361,0.3003770993527757,0.6978094793987637,-0.8224278355419032,-0.40452113001053336,2.117207758531273
1266,50,326,14,228,69,55.29623971226938,0.989604665670737,1.0214934738856525,0.3148385612670934,0.717104075358075,-0.798701063953684,-0.4125044770777513,1.5944404107457733
1267,48,315,12,240,46,59.098364495331005,0.9954927040017442,1.0336547203900857,0.3210937874450892,0.7255413749694944,-0.7987010639536839,-0.409360878694109,1.908100819417073
1268,45,296,15,158,49,56.614655902820274,0.7512577329432862,0.7998750962873377,0.20874561570237615,0.5703434979831025,-0.9666243580405661,-0.8705132003126724,2.4308681672025725
1269,5,230,10,223,43,58.07498250765861,0.9021818381013833,0.9487081320542927,0.2779909189240779,0.6686558656241083,-0.7987010639536838,-0.4400703615256981,2.3263146976454725
1270,47,302,11,215,39,36.79634800170351,0.9027161289509674,0.9471513535127348,0.2771357182664751,0.6668918406545623,-0.8001516902471758,-0.47171442664098684,2.2217612280883725
1271,49,319,31,234,50,55.87962276817309,0.9003948906113562,0.9333292335218427,0.2721680920166232,0.6579565900837164,-0.8369377599887393,-0.5238468222269952,1.6467171455243232
1272,46,310,18,244,47,57.486422215767554,0.9355673462923543,0.9726838279851248,0.29085586472491354,0.6843070091451379,-0.7987010639536839,-0.5006353972647365,1.855824084638523
1273,48,325,7,229,52,54.85754070294508,0.9383732296430242,0.9859450582915046,0.2976403237583818,0.6948823832207783,-0.7987010639536839,-0.4248213273443381,2.3785914324240225
1274,47,336,14,238,45,56.34077551002379,0.9824237378407215,1.01744915014235,0.3130483900693648,0.7146003163267077,-0.7987010639536838,-0.44231917913642194,1.7512706150814232
1275,21,316,12,247,42,58.829588806185846,0.9133964246259892,0.9536495104054727,0.2810311855474237,0.6713251968099353,-0.7987010639536839,-0.4231511662156061,2.012654288974173
1276,49,330,9,222,65,54.692629732041915,0.9551511234089651,0.9964497438840196,0.303114952286901,0.7024207829475244,-0.7987010639536839,-0.42844747392105,2.064931023752723
1277,46,307,13,231,48,58.0633483653432,1.0119816897166318,1.0480526367138312,0.3278857095696448,0.7346879130123906,-0.7987010639536839,-0.4410915448731014,1.8035473498599732
1278,50,202,11,238,50,55.54877503901652,0.9400251971958041,0.9802782829752876,0.2925857820721567,0.6883311545849515,-0.798701063953684,-0.4865488206401807,2.012654288974173
1279,43,322,15,226,56,54.076443685032,0.9905163373858098,1.0244962149918673,0.3163734809882006,0.7190876106149288,-0.7987010639536839,-0.4260417829808525,1.6989938803028732
1280,45,313,12,216,45,56.99209383985363,0.9625010865133428,1.0037997069883973,0.3061642967857696,0.7056952188590987,-0.8030134709476114,-0.4167495751138821,2.064931023752723
1281,48,328,16,254,52,56.12836603545712,0.9078454677541128,0.9449619494468833,0.27754643431347636,0.6661987038189775,-0.798758616390983,-0.4633566422493899,1.855824084638523
1282,47,320,10,234,47,59.83033822360408,1.0007273788945168,1.0388893952828582,0.32378380166750653,0.7292777076040824,-0.7987010639536839,-0.34966276646217476,1.908100819417073
1283,47,304,13,229,49,57.465281666646995,0.9941152267490077,1.0312317084417781,0.31923789342443953,0.7234581360148523,-0.7987010639536839,-0.450783738333818,1.855824084638523
1284,14,342,11,261,62,55.196750782825966,0.8613446536279391,0.9047343434941355,0.257364604169684,0.6385051636749056,-0.7987010639536839,-0.5149450070366524,2.1694844933098225
1285,48,312,13,243,45,58.75183582178724,0.9804648527002452,1.0165357996974447,0.3125000309164987,0.7140076598498241,-0.798701063953684,-0.43511743828019844,1.8035473498599732
1286,44,333,12,222,54,53.90246429910592,0.9386735254475975,0.978926611227081,0.29339410744373806,0.6885022662082328,-0.7987010639536839,-0.3783593665169974,2.012654288974173
1287,49,192,8,234,51,56.57424903094555,0.8735168499979616,0.9189976092553,0.26369851259392907,0.6490756951397176,-0.7987010639536839,-0.4713622220389805,2.2740379628669225
1288,46,324,15,240,41,58.01031695721908,0.97836450457111,1.0175720556550225,0.31282414049929974,0.7141824043564544,-0.7987010639536838,-0.38358512945527223,1.960377554195623
1289,48,317,12,249,47,54.46179379697271,1.0005903956770166,1.038752412065358,0.3238976494516932,0.728863972720709,-0.7987010639536839,-0.40936087869410864,1.908100819417073
1290,49,299,10,228,44,63.7884463037149,0.9944946380064232,1.0274289809169097,0.3172630600491333,0.7212211336241937,-0.7987010639536838,-0.3656004254693631,1.6467171455243232
1291,46,292,14,218,49,57.21948442080794,0.9714054628853328,1.0085219445781033,0.30799961769388395,0.7083884751308954,-0.8130450008373814,-0.4384802305084222,1.855824084638523
1292,50,308,11,235,48,55.97278565854062,1.0075374372176924,1.0436083842148918,0.32566581365091984,0.7318649085672233,-0.7987010639536839,-0.395116458078806,1.8035473498599732
1293,47,124,14,226,46,54.8874134182893,1.0083653044831018,1.0475728555670143,0.32612996778902215,0.735262053609306,-0.7987010639536838,-0.41133744228412006,1.960377554195623
1294,45,326,13,240,53,58.20556367088215,0.9817340250411586,1.018850506733929,0.31360921272519926,0.7154032195745266,-0.7987010639536838,-0.41637525051434143,1.855824084638523
1295,49,319,16,232,43,53.49569408037705,0.9731877397498773,1.0113497561382188,0.3100086314140198,0.7102167271090206,-0.7987010639536839,-0.5289652592878662,1.908100819417073
1296,48,347,10,211,71,59.007348642754074,0.906979817058022,0.9545516457065024,0.28285430767035047,0.6750385905230851,-0.8515935363523794,-0.47901500112947626,2.3785914324240225
1297,47,337,9,245,51,55.51704494531748,0.9450172404706724,0.9894524650324398,0.29910281066325806,0.696203001400286,-0.798701063953684,-0.3656230920856133,2.2217612280883725
1298,47,314,11,202,63,56.69289309055195,0.8629530711954913,0.9199347121041107,0.2656368235688058,0.6510604296082597,-0.9060833146590701,-0.6600026612320358,2.849082045430972
1299,48,330,13,222,67,57.45495837304369,0.9778297772124843,1.0139007242096838,0.31099678605373327,0.7119859449993399,-0.7987010639536839,-0.41747610592359674,1.8035473498599732
1300,50,321,12,236,56,54.146078769675725,1.0045652206657107,1.038545098271768,0.3236429229506421,0.7287894526457994,-0.798701063953684,-0.43511743828019933,1.6989938803028732
1301,45,312,14,229,47,60.03280787552552,1.001407724703461,1.0353876023095183,0.32155794246120584,0.7262955375492318,-0.7987010639536839,-0.4167495751138819,1.6989938803028732
1302,46,305,13,239,50,55.83936936122334,0.9708390903695262,1.0069100373667257,0.3073709118461032,0.7072330050590331,-0.7987010639536838,-0.4351174382801982,1.8035473498599732
1303,49,324,11,251,45,52.739604959807956,0.9779523048557913,1.0182053906352748,0.31369033929813095,0.7151113758701162,-0.7987010639536839,-0.4261688285633196,2.012654288974173
1304,46,316,9,225,49,58.13115858743255,0.9804327383538848,1.0206858241333683,0.31504252927854304,0.718521868356555,-0.798701063953684,-0.4142494637273756,2.012654288974173
1305,48,331,12,232,43,56.66959070818873,0.9863210379206758,1.0223919849178753,0.31516016904161437,0.7177016144625683,-0.7987010639536838,-0.39630507777663015,1.8035473498599732
1306,48,311,15,217,53,55.03849153933122,0.9487819991934657,0.9879895502773782,0.2981028331256568,0.6946443311211495,-0.8063140864662546,-0.4455500413016028,1.960377554195623
1307,47,325,11,244,38,52.16980069434709,0.9539614703633986,0.998396694925166,0.3028870024205854,0.7010315134679619,-0.7987010639536839,-0.40199071907568795,2.2217612280883725
1308,50,319,17,230,47,57.53518881347941,0.9699976599300157,1.0071141416227862,0.3081357548100161,0.7076541736590133,-0.7987010639536838,-0.5315801131039686,1.855824084638523
1309,47,300,14,237,51,53.93418219294765,0.9794649079571918,1.0103081814765362,0.30895336267451534,0.7094015786406117,-0.798701063953684,-0.4410748569707814,1.5421636759672235
1310,49,336,12,221,41,58.87375648265184,0.9124650045478537,0.9548091597184792,0.28155061386203606,0.6723963026661438,-0.7987010639536839,-0.4231123353453642,2.117207758531273
1311,46,306,10,225,46,56.02610964345839,0.9876234821333422,1.0310131719995386,0.3192250464278463,0.7236364067997897,-0.7987010639536839,-0.3822343555350751,2.1694844933098225
1312,48,316,13,243,49,53.43560284170203,0.9759156832678179,1.0140776996561593,0.3112610179265649,0.7123050487425718,-0.7987010639536838,-0.41473358908912206,1.908100819417073
1313,47,329,15,234,55,55.1704514986641,0.9849935587751698,1.0189734363812273,0.3136958629054889,0.7153846032242784,-0.798701063953684,-0.4067065655281169,1.6989938803028732
1314,44,322,12,209,44,56.88827671743152,0.9405078527693377,0.9828520079399632,0.2958329291027575,0.69157892217997,-0.8099839646384115,-0.4347743847243788,2.117207758531273
