trial,fast_low,slow_low,fast_high,slow_high,vol_lookback,vol_threshold_pct,Penalized,Sortino,CAGR,Sharpe,MDD,MDD_Entry,Trades_Yr
394,15,290,16,230,63,54.452278131527414,0.9191700041232861,0.9531498817293436,0.28037840224401167,0.6706359512177953,-0.7987010639536838,-0.5286993723742167,1.6989938803028732
395,48,302,14,244,51,57.411392488146525,0.9712056660268006,1.007276613024,0.3076133184483625,0.7073797343329561,-0.7987010639536838,-0.4063124922349748,1.8035473498599732
396,49,317,15,235,65,55.87132612139492,0.9798805696715358,1.0169970513643063,0.3130273490565285,0.7144105652654087,-0.7987010639536839,-0.3841183496438987,1.855824084638523
397,47,325,16,219,60,52.92062761482523,0.9945250344541722,1.0285049120602296,0.31859452791727794,0.7220296241313261,-0.7987010639536839,-0.41549847284861297,1.6989938803028732
398,46,334,13,227,62,51.022150671448316,0.9600586198401317,0.9909018933594762,0.29915907167856504,0.6963433660476072,-0.7987010639536839,-0.4077677967861185,1.5421636759672235
399,49,311,13,238,55,53.60291437821973,0.9650811524333507,1.0001065647349792,0.3041081477362779,0.7027756780254587,-0.7987010639536839,-0.4560132004633054,1.7512706150814232
400,45,284,12,234,60,52.4576213712009,0.9847432662376636,1.015586539757008,0.31107342825837137,0.7125300765669303,-0.798701063953684,-0.4458232103493177,1.5421636759672235
401,48,321,15,227,57,55.30868374048355,1.0296534541010236,1.0615422623159392,0.33544041595782814,0.7440213470441246,-0.7987010639536838,-0.39471497402542555,1.5944404107457733
402,41,350,14,222,53,55.66042472519945,0.9711504554672218,1.0072214024644213,0.30760472652532167,0.7075082037100086,-0.798701063953684,-0.4512891820719874,1.8035473498599732
403,47,321,14,227,49,56.22260941875922,1.0158211477819807,1.0539831641703221,0.3312327385090237,0.7389945943508948,-0.7987010639536839,-0.4405542864047204,1.908100819417073
404,45,326,12,243,48,57.176493917554545,1.0007765743943213,1.0378930560870918,0.32323976499351126,0.7282296504574529,-0.7987010639536839,-0.3956003914347904,1.855824084638523
405,47,320,13,252,46,56.48665275188015,1.0018053911560594,1.0389218728488299,0.3244606983429268,0.7292295127496976,-0.7987010639536839,-0.3899698453816639,1.855824084638523
406,47,322,13,269,47,57.733579257328586,0.8898458470521011,0.9321900022227266,0.2712503375835216,0.6573918776698658,-0.7987010639536839,-0.42506985740578584,2.117207758531273
407,46,332,11,256,50,58.239043507715394,0.933023107045162,0.9753672622157875,0.29186005209912325,0.6858797812095949,-0.7987010639536838,-0.4023323940274567,2.117207758531273
408,47,321,12,255,47,55.84563014416438,0.9801389534679177,1.0172554351606882,0.3132998403372944,0.7144340385288984,-0.798701063953684,-0.4127505633450802,1.855824084638523
409,46,329,13,251,50,56.58092256491845,0.9688444647519785,1.008052015835891,0.3084519544836404,0.708146722584403,-0.7987010639536838,-0.42511651315623233,1.960377554195623
410,48,339,11,264,44,54.92267682615776,0.8938368140813026,0.9351354345563571,0.272461302565445,0.6592222225393761,-0.798701063953684,-0.4399151062563579,2.064931023752723
411,47,321,13,248,44,56.20694910541681,0.9920938008799374,1.0292102825727079,0.31923087308402165,0.722502017009181,-0.7987010639536839,-0.45448903342159186,1.855824084638523
412,48,317,12,216,44,54.298296625590886,0.9518217338249307,0.9920748196044142,0.30017323833863396,0.6977204368044445,-0.8030134709476109,-0.43942656805868796,2.012654288974173
413,45,327,47,242,47,56.16341772101594,0.9174721515476238,0.9493609597625393,0.27786093291141123,0.6633175565511852,-0.8446924806273647,-0.4504873293751238,1.5944404107457733
414,44,333,14,230,49,36.240740150030035,0.9638673873778668,0.9968017302883533,0.30131523419627904,0.6994224956352249,-0.7987010639536838,-0.4206532125845741,1.6467171455243232
415,47,317,11,239,42,55.0032960159591,1.0156943765481286,1.054901927632041,0.33112755923458126,0.7389283824125537,-0.798701063953684,-0.3578231361931744,1.960377554195623
416,46,317,10,250,38,55.119268948292955,0.926783914315306,0.9712191388770735,0.2896124318397535,0.6828802907490558,-0.7987010639536839,-0.4100827496792909,2.2217612280883725
417,48,325,9,240,40,56.880343086284334,0.9329127205533394,0.9752568757239649,0.2924755542248614,0.6873901072537524,-0.7987010639536839,-0.3974788232305111,2.117207758531273
418,47,316,11,246,46,54.38055904107262,0.9853331503109567,1.0276773054815822,0.31798923571865934,0.721134421822915,-0.7987010639536839,-0.4093608786941094,2.117207758531273
419,48,227,9,238,40,55.314961412752986,0.8560810429042963,0.8952885939882088,0.252272746916806,0.6324509517581299,-0.7987010639536839,-0.5357264801488462,1.960377554195623
420,46,322,11,227,49,53.65523070636283,1.012599685856841,1.0486706328540403,0.32851267740119994,0.7358941629753144,-0.7987010639536839,-0.3453453979433372,1.8035473498599732
421,44,327,10,224,49,56.9081502289342,0.9962215785106212,1.0354291295945337,0.3218679171354779,0.7271552017714811,-0.7987010639536839,-0.3567908109254977,1.960377554195623
422,46,342,11,210,46,53.899487408806586,0.9389558362895544,0.9886187343291768,0.29860190438918477,0.6956993324474388,-0.82286218236747,-0.45206065407047136,2.4831449019811225
423,45,333,11,218,38,55.047475978591415,0.9242689655744873,0.9676586554406837,0.2878453653841615,0.6810348726064586,-0.8030134709476109,-0.3781324284876738,2.1694844933098225
424,49,323,10,228,42,58.340164117286655,1.001036793222343,1.0412898790018263,0.32499018704801785,0.7312047686314843,-0.798701063953684,-0.3578231361931745,2.012654288974173
425,46,336,8,273,44,55.99151596651974,0.8656701860950492,0.9153330841346716,0.26226847958483557,0.645488876374086,-0.7987010639536838,-0.44685115516506646,2.4831449019811225
426,4,329,12,202,41,53.97251591027621,0.8851188225863342,0.9421004634949537,0.27600896230007277,0.6653707066348667,-0.8759742307245737,-0.4826838164647931,2.849082045430972
427,50,313,10,225,42,52.89114930489756,0.9772364389883023,1.0174895247677858,0.312770622648469,0.7148324631042376,-0.7987010639536838,-0.3892488532585603,2.012654288974173
428,48,322,12,232,45,54.6290715586253,1.042487574082371,1.0785585210795703,0.343731931787397,0.75542595527356,-0.7987010639536839,-0.4018554173810427,1.8035473498599732
429,48,322,9,224,45,54.39982586343556,1.005352306448797,1.0497875310105644,0.329785880992004,0.7379665927741217,-0.7987010639536838,-0.39747882323051087,2.2217612280883725
430,49,326,7,219,44,54.615660593651974,0.910791179896143,0.9583630085446234,0.28378025927088446,0.6774205678214241,-0.8803786790766542,-0.4307617231692614,2.3785914324240225
431,48,332,8,307,42,53.6024399741431,0.8554110845609663,0.8977552397315918,0.25474723742652405,0.6345134127182724,-0.8136230716830006,-0.41154429381307334,2.117207758531273
432,50,324,9,226,49,54.73315894262789,0.9552617487821116,0.9944692998660241,0.30208144211371146,0.7009221402682352,-0.7987010639536839,-0.41957288590669994,1.960377554195623
433,48,338,10,212,45,54.027233166379915,0.9276210457656036,0.977283943805226,0.2938624703383357,0.6903578477026929,-0.8561463776895426,-0.42889146052029836,2.4831449019811225
434,49,320,9,232,37,52.473349934594744,0.9438719819605939,0.9883072065223613,0.2984179601337078,0.6957207843795408,-0.7987010639536839,-0.4050392016305745,2.2217612280883725
435,50,316,7,223,33,53.347359293579345,0.9095426696333708,0.9602511023685643,0.2839527154407311,0.6773602593574823,-0.8451907025556351,-0.4139683580697864,2.5354216367596725
436,48,332,11,218,48,51.90577248368763,0.9590930631760061,1.0014372183466316,0.3051664424918752,0.7045203887428715,-0.8030134709476112,-0.35311442805836346,2.117207758531273
437,49,343,9,181,43,55.007382565453206,0.7732938835669059,0.8344576632578093,0.2252874323459777,0.5941432627585764,-0.9595969939155673,-0.7941026763832132,3.058188984545172
438,48,323,8,230,51,54.314439591833086,0.9837305421035373,1.0292113013608757,0.31917402612332646,0.7240504637846846,-0.7987010639536838,-0.4158909740080734,2.2740379628669225
439,49,312,10,236,48,53.054202636853994,0.9751904722634637,1.0164890927385182,0.3124723565403327,0.714134496228002,-0.798701063953684,-0.39608253728026976,2.064931023752723
440,47,329,11,226,45,55.51861101891488,0.982047589822183,1.0191640715149535,0.3134282870821754,0.7157981765995033,-0.7987010639536839,-0.3506481546289323,1.855824084638523
441,50,320,12,235,51,53.760282983832795,1.002431122003699,1.0364109996097564,0.3222423582750631,0.7270797571837954,-0.7987010639536839,-0.43511743828019767,1.6989938803028732
442,46,314,14,222,42,54.689672826226264,0.9893723079987393,1.0285798590826518,0.31802329903707904,0.7214573984092987,-0.7987010639536839,-0.3950066677634233,1.960377554195623
443,48,337,11,229,64,52.47220488525281,0.9827645558592891,1.0146533640742046,0.31144790622793783,0.7131126319777468,-0.7987010639536838,-0.3769211815031658,1.5944404107457733
444,48,323,15,235,46,53.418675575153955,1.0240483733950765,1.0601193203922759,0.33468355438391995,0.7430409979003875,-0.7987010639536838,-0.38925241560062074,1.8035473498599732
445,49,126,16,238,47,51.712608742938215,0.928343947138039,0.9748702410909484,0.29045328682448135,0.6857939700687715,-0.7987010639536839,-0.46656613846883455,2.3263146976454725
446,50,328,17,244,40,53.22624658806364,0.914934136806644,0.9499595491082725,0.2795790975779242,0.669035953598671,-0.7987010639536839,-0.5513893124704783,1.7512706150814232
447,48,324,15,234,47,54.16910471571028,1.0183452286015724,1.0554617102943429,0.3321724443518048,0.7398725871009345,-0.798701063953684,-0.3892524156006206,1.855824084638523
448,47,323,16,234,43,55.65557745495357,0.9798852878631482,1.0159562348603477,0.3121133612562992,0.7130049455188369,-0.7987010639536838,-0.4689483821967889,1.8035473498599732
449,48,330,18,240,47,54.27447812504305,0.9261085522822208,0.9621794992794203,0.28570498070323347,0.677409801279224,-0.7987010639536839,-0.48140353996631136,1.8035473498599732
450,47,337,15,234,45,55.19892885535525,0.9937872343906495,1.028812646692278,0.31843601182908676,0.7218070653878932,-0.7987010639536839,-0.3787889654979373,1.7512706150814232
451,48,50,9,227,46,32.069283217177286,0.8061766402320801,0.9102073424413946,0.2586209948177347,0.6422204420184338,-0.798701063953684,-0.6096472827344876,5.20153511046572
452,46,326,12,245,45,53.78528294039577,0.9583349967479298,0.9954514784407003,0.3015608726282828,0.699238361080305,-0.7987010639536839,-0.3963050777766277,1.855824084638523
453,45,320,6,214,43,54.558339054370755,0.8751872319657672,0.9342599422655287,0.2727488155631812,0.6625577473617044,-0.8518387313128755,-0.4243247430940631,2.953635514988072
454,48,343,4,221,48,53.89210034924765,0.9331657160355732,0.9891018222486216,0.2986865046433289,0.6987948406468846,-0.8063753921052699,-0.3831825915361152,2.796805310652422
455,47,111,10,239,46,52.90383242052046,0.9378761550390552,0.9875390530786776,0.2962535792151506,0.694466034378753,-0.7987010639536839,-0.4519537806782028,2.4831449019811225
456,49,333,15,194,43,55.551744615248126,0.8472758949421977,0.8969387929818201,0.2551094056298415,0.6365408431162989,-0.9385616685179312,-0.6928353751852312,2.4831449019811225
457,49,324,14,232,49,54.77671043791849,1.0174691525610526,1.0524945648626811,0.3307784713259194,0.738184735912282,-0.798701063953684,-0.4438948796550404,1.7512706150814232
458,49,325,12,234,45,54.77386228846129,1.017757232488692,1.0559192488770335,0.3321793567203162,0.740132710676527,-0.7987010639536838,-0.40936087869410787,1.908100819417073
459,50,328,12,245,48,56.15395421043238,0.9733566959403068,1.0104731776330773,0.30941977386288455,0.7098080194125731,-0.798701063953684,-0.4211492491328488,1.855824084638523
460,50,336,24,236,37,55.08544779548044,0.9689285266794144,1.0123182165456108,0.31069185118527076,0.709873189347331,-0.798701063953684,-0.3965781487240563,2.1694844933098225
461,49,317,13,241,50,53.34194999376104,0.9744456495367319,1.0084255271427893,0.3085579518449444,0.708652623470669,-0.7987010639536838,-0.43511743828019833,1.6989938803028732
462,46,327,14,58,41,54.95139878977992,0.7396815052120258,0.8248925829010623,0.22094370657956897,0.5895242798602873,-0.9268127271928506,-0.7407840556196886,4.260553884451821
463,48,323,12,231,45,56.38665924207316,1.0193275170307545,1.054352929332383,0.3317599568718197,0.7395843116223267,-0.7987010639536839,-0.4097983052124171,1.7512706150814232
464,47,317,11,231,46,57.26990688898364,1.022737129637877,1.0619446807217896,0.3353654523380034,0.7446871218277658,-0.7987010639536838,-0.38096454891532205,1.960377554195623
465,46,314,41,229,45,58.087061814168564,0.9405181263140456,0.9786801427023871,0.29294119949600983,0.6839945802205585,-0.8136230716830005,-0.4705973181950661,1.908100819417073
466,48,347,11,229,40,57.32728825612553,0.9855428086702703,1.0257958944497538,0.31669272668190573,0.7203252346444389,-0.7987010639536839,-0.34960360618356656,2.012654288974173
467,47,332,11,236,44,56.28307190374518,0.9851599541478728,1.0264585746229273,0.31697889002742197,0.7202421537738397,-0.7987010639536837,-0.41221469987235226,2.064931023752723
468,48,323,12,243,47,58.842359261840805,1.0083677420846788,1.0444386890818782,0.326841656207024,0.7329625026107636,-0.7987010639536839,-0.4117717370969086,1.8035473498599732
469,47,324,11,248,46,59.1519971134486,0.9814448816269165,1.0216979674064,0.3154311157666172,0.7176057053583882,-0.7987010639536839,-0.4149320268391693,2.012654288974173
470,45,338,12,242,42,56.50214922490731,0.9611987855060108,0.9993608018943523,0.3033362927829504,0.7018505111855482,-0.7987010639536838,-0.3792628007902009,1.908100819417073
471,48,330,11,250,48,59.012217795448414,0.9719757188359576,1.015365408702154,0.3122026761337793,0.713311656982662,-0.798701063953684,-0.44837189415845413,2.1694844933098225
472,46,321,12,242,49,61.11844946433705,0.9735742722472114,1.0127818233311239,0.3103544357743655,0.7109786576777313,-0.7987010639536839,-0.41404009800296204,1.960377554195623
473,47,212,10,259,46,57.614448900564085,0.8456711844499832,0.8942885477940347,0.25132461639745296,0.6306656485780442,-0.7987010639536838,-0.5913352384191279,2.4308681672025725
474,48,333,10,246,43,59.706500123006926,0.9361628288127213,0.9795525186789177,0.29387622588786044,0.6889576690074333,-0.7987010639536839,-0.34362811763575707,2.1694844933098225
475,45,139,13,237,47,57.30305444468663,0.9951914084180866,1.0343989595019991,0.3194708223523073,0.7258525300501679,-0.7987010639536838,-0.43511743828019855,1.960377554195623
476,43,326,11,234,44,59.84298194433329,0.9845719247833,1.0258705452583545,0.316469672079039,0.7196151597414984,-0.798701063953684,-0.3523542575512132,2.064931023752723
477,47,319,12,223,49,57.1569415743517,1.006239434364082,1.0444014507524233,0.326616718452172,0.733075635577497,-0.7987010639536839,-0.43900674100192905,1.908100819417073
478,49,343,12,240,41,58.25827399512861,0.9655338327143264,1.0068324531893809,0.30717816807224674,0.7071668077092315,-0.7987010639536839,-0.3963050777766287,2.064931023752723
479,48,315,10,228,45,58.799871584353234,0.9904750172294863,1.0296825683133988,0.3188822082580651,0.7231072252786968,-0.7987010639536839,-0.36692520985785515,1.960377554195623
480,46,324,13,252,43,56.4617395100664,1.0027292199334648,1.0398457016262352,0.3246000961364299,0.7295103906999167,-0.7987010639536839,-0.367844068807861,1.855824084638523
481,48,258,11,232,48,55.68663328002475,0.9742968520182664,1.007231194928753,0.30654667927733037,0.7069407511630191,-0.798701063953684,-0.4193630760247328,1.6467171455243232
482,44,331,13,243,47,56.92687252095033,0.9591521588987441,0.9994052446782276,0.30374150494662255,0.7022311991586934,-0.7987010639536839,-0.4590286029857983,2.012654288974173
483,49,338,12,219,39,54.650699098369245,0.9355112671140983,0.9768098875891528,0.29251269394767876,0.6872694127888203,-0.8078512352715713,-0.4113374422841205,2.064931023752723
484,47,312,11,234,50,57.93819074113087,1.011460527111359,1.0485770088041295,0.3280723340018261,0.7350156506870879,-0.7987010639536839,-0.3709270470296563,1.855824084638523
485,46,310,13,208,52,60.46000470265275,0.9290443114354515,0.970342931910506,0.28950905543273486,0.6830541991358222,-0.8185897512892667,-0.47404350156893893,2.064931023752723
486,47,316,10,227,46,58.73581227435388,1.0006175272175049,1.0419161476925594,0.32516128905522335,0.7315599466655864,-0.798701063953684,-0.3578231361931743,2.064931023752723
487,48,319,20,233,49,57.457683544917025,0.9641957650991801,0.9992211774008086,0.30474067784100867,0.7030383075529203,-0.7987010639536839,-0.4629892608866666,1.7512706150814232
488,49,312,12,285,50,57.660807375232935,0.8920958047389058,0.9271212170405343,0.2691925147993066,0.6545048925069687,-0.8136230716830007,-0.41190039880387264,1.7512706150814232
489,45,322,13,221,50,58.364134305070856,0.9909456921687199,1.0259711044703483,0.31708005451685306,0.7201155979312346,-0.7987010639536839,-0.41133744228412006,1.7512706150814232
490,48,310,11,231,46,56.4846136940486,1.0173911279152892,1.0565986789992017,0.3323527591840658,0.7407738569279506,-0.7987010639536838,-0.41016095683953135,1.960377554195623
491,47,310,10,216,45,59.446974639578976,0.9402172129963458,0.9867435069492552,0.2973582664521164,0.6944170514913197,-0.7987010639536839,-0.39580907229118334,2.3263146976454725
492,49,317,11,225,47,56.180529193063634,1.0029337759999046,1.041095792388246,0.3249749985427206,0.7311070509562823,-0.7987010639536839,-0.407620143946818,1.908100819417073
493,46,246,9,229,42,56.64636394256583,0.8806046722050023,0.9219032926800568,0.26504490843743955,0.650605287362633,-0.7987010639536838,-0.4828630344493102,2.064931023752723
494,48,325,11,233,45,58.037916190739615,1.005944112337076,1.0482882675077014,0.328322277875259,0.7351886615761729,-0.798701063953684,-0.3709599932098028,2.117207758531273
495,48,328,9,223,49,57.07087303917321,0.9837682314979608,1.0250668519730153,0.317314597221636,0.721503430649223,-0.7987010639536839,-0.42025214743336603,2.064931023752723
496,49,310,11,136,47,55.74133015411204,0.8071424390158075,0.866215149315569,0.23915869105837295,0.6153825613042379,-0.9241206795736817,-0.7662551754008513,2.953635514988072
497,46,320,10,239,51,57.80205353893785,0.9907928483112041,1.0300003993951166,0.31922644391564736,0.7230398126890911,-0.7987010639536839,-0.3563206267225546,1.960377554195623
498,50,316,2,93,43,56.33589414103835,0.8150948063286385,0.9327174595803759,0.2663197426336399,0.6603158973683916,-0.932543213149251,-0.8463627016712094,5.881132662586869
499,47,329,12,214,48,55.48698237632254,0.9643332321196972,1.0024952485080387,0.305446736237315,0.7048643205371106,-0.8030134709476114,-0.4270685742667385,1.908100819417073
500,44,322,10,230,45,55.08265705617924,0.994291231437147,1.0314077131299175,0.3196952192166709,0.7239173688531044,-0.7987010639536838,-0.348635262453341,1.855824084638523
501,47,311,12,246,50,56.99336130588493,0.9683384186762286,1.00650043506457,0.3074098489174817,0.7070444691156368,-0.7987010639536838,-0.4093608786941094,1.908100819417073
502,10,324,14,233,46,54.444228201150416,0.9674868180111702,1.0046032997039407,0.30610530439662575,0.7054619105920665,-0.798701063953684,-0.41802838856380387,1.855824084638523
503,17,315,8,226,44,55.70758850263535,0.8898390353975228,0.9353197946548613,0.27229117333133757,0.6603917622364373,-0.8133875124303895,-0.43320131289321884,2.2740379628669225
504,49,330,12,238,41,54.21595304340499,0.9828791971417384,1.02104121353008,0.3145908344752246,0.7168373110846479,-0.7987010639536839,-0.4018554173810418,1.908100819417073
505,48,318,15,219,48,61.30987433947269,0.9971046029553583,1.0342210846481288,0.3214221294611854,0.7259097799792918,-0.7987010639536839,-0.4285709131451324,1.855824084638523
506,46,325,13,243,51,59.11732826857917,0.9730197411243197,1.0111817575126612,0.30978330634891305,0.7102270919312434,-0.798701063953684,-0.39630507777662916,1.908100819417073
507,49,309,11,232,44,56.02603441280323,0.9871540257307253,1.0274071115102088,0.3171533301690437,0.7206776206629352,-0.7987010639536838,-0.3878187248863426,2.012654288974173
508,50,334,14,227,48,55.00585184854807,1.004713576082833,1.0397389883844614,0.3238999860234546,0.7293727673127481,-0.7987010639536839,-0.44335512926788356,1.7512706150814232
509,48,320,16,238,52,58.009959491432575,0.9661641811126436,1.003280662805414,0.3060423796385221,0.7049606326617839,-0.798701063953684,-0.47564094897015385,1.855824084638523
510,47,312,9,222,46,54.11382757217774,1.0090992161890577,1.0524889060552542,0.33069048001915413,0.7394779657882928,-0.798701063953684,-0.4050392016305745,2.1694844933098225
511,45,312,7,209,42,54.18639867307283,0.8960832498481456,0.955155960147907,0.2821251421287585,0.6750416917066552,-0.9148043086454275,-0.5938718176279241,2.953635514988072
512,46,307,9,216,46,53.833776846086565,0.9565353653073315,1.004107193955812,0.3064746841398214,0.7077712427682423,-0.8323969187520902,-0.43757024055112415,2.3785914324240225
513,47,315,35,322,39,54.83616216089344,0.9468693447897504,0.9641206672666719,0.28605419370097507,0.6730805309587765,-0.8446924806273649,-0.4777547078294976,0.8625661238460741
514,45,307,8,222,44,52.521458718446134,0.9721040669868022,1.0186303609397116,0.31359320856417217,0.7171279674096724,-0.8059477755664355,-0.41957288590669994,2.3263146976454725
515,47,315,9,223,49,55.31423114732283,0.994267056203948,1.0334746072878604,0.3213132962317029,0.7269739842460706,-0.7987010639536839,-0.42552101598004677,1.960377554195623
516,46,327,10,229,42,53.58583408899756,0.9753865478351922,1.0166851683102467,0.3120394114045113,0.7139193498125591,-0.7987010639536839,-0.3441268659973513,2.064931023752723
517,48,319,8,218,46,54.423477738528796,0.9852182138630093,1.0327900425114898,0.32136256310819244,0.7280449002428194,-0.8026567860517508,-0.40503920163057416,2.3785914324240225
518,50,309,26,225,36,56.13817256343257,0.9110844269371324,0.9513375127166159,0.2797754862329491,0.6686593770222572,-0.7987010639536839,-0.4884763858665231,2.012654288974173
519,47,332,17,200,52,52.94790456912852,0.9086737306651035,0.947881281749016,0.2782673047697535,0.6674891926209084,-0.8590654555160524,-0.551139068308721,1.960377554195623
520,8,315,9,233,44,54.95279649347207,0.9261873692286977,0.9716681284860361,0.29011703940936817,0.6845975363282581,-0.7987010639536838,-0.3590401656341653,2.2740379628669225
521,21,323,10,213,49,51.89383998354064,0.9119384859820132,0.9532371064570677,0.2814960170403522,0.6731163579517475,-0.8308965846139885,-0.42889146052029903,2.064931023752723
522,49,307,11,228,40,53.64783947428207,0.9497239240221801,0.9899770098016636,0.2983718131687525,0.695600083982256,-0.7987010639536839,-0.41276178420980725,2.012654288974173
523,45,319,15,234,46,56.50324783930387,1.0040068513753264,1.0400777983725258,0.3243924757656562,0.7295429713464153,-0.7987010639536838,-0.38358512945527323,1.8035473498599732
524,47,328,10,222,48,54.19075875150351,0.9968982443396771,1.0350602607280186,0.3218139047993973,0.7269163142491535,-0.7987010639536838,-0.350345260503646,1.908100819417073
525,49,313,14,231,50,55.46802138664146,1.0064158340925848,1.0435323157853553,0.32585706093132116,0.7317169108018152,-0.7987010639536839,-0.4491833518055659,1.855824084638523
526,48,193,16,236,52,52.90075071373756,0.8775858226285372,0.9126112349301657,0.25986360636917993,0.6427841133986224,-0.8205996766984052,-0.6150098276865185,1.7512706150814232
527,46,334,11,219,43,54.650494212544906,0.9544729115129018,0.9989081360746692,0.3033835028712333,0.7022059327401318,-0.7987010639536839,-0.3498421365383364,2.2217612280883725
528,47,323,38,225,46,53.734063049754056,0.9170353203601196,0.9520607326617481,0.2804838988137077,0.6685195902667807,-0.806496755640389,-0.6103835430581173,1.7512706150814232
529,43,318,13,238,53,56.98087324416403,0.9673678696545518,1.0023932819561803,0.30508887870130375,0.7040556327307144,-0.7987010639536838,-0.4403063013033388,1.7512706150814232
530,23,307,14,229,45,52.27369341581487,0.9580324648859514,0.9941034118831509,0.3005840397017292,0.698257231581026,-0.7987010639536839,-0.4475238730333113,1.8035473498599732
531,50,327,9,233,50,56.01853626740555,0.9377519158897385,0.9821871404515059,0.29572562193092455,0.6920321732295827,-0.7987010639536839,-0.40503920163057405,2.2217612280883725
532,48,313,30,206,42,55.24688422147072,0.9276851469610584,0.9679382327405419,0.2881517233546709,0.6796708596306575,-0.8493540784079945,-0.5409750385436101,2.012654288974173
533,29,336,11,239,47,53.24525920578515,0.9991536171926126,1.0394067029720961,0.32373294092043725,0.728900222948717,-0.7987010639536838,-0.37717403781011327,2.012654288974173
534,46,321,13,341,44,54.138021902509884,0.9135903310894476,0.9433880699132211,0.2775628727057162,0.664340941832022,-0.8446924806273648,-0.4012679798605929,1.4898869411886735
535,49,330,15,164,48,54.71803172198805,0.8052961171211391,0.8560045498563326,0.23510003801351642,0.6082975895908767,-0.9494000554411167,-0.8246640263413189,2.5354216367596725
536,47,316,12,225,51,51.23206829157729,1.0025962404791489,1.0334395139984933,0.3206431426699412,0.7252367554551022,-0.7987010639536839,-0.3624155759288561,1.5421636759672235
537,48,157,10,216,24,52.49506116440002,0.9186631724856245,0.9630983970473919,0.2842385676864896,0.6783280214587234,-0.7987010639536839,-0.4290896656843539,2.2217612280883725
538,6,309,12,244,39,55.5762389871423,0.959667630418711,1.0030573202849073,0.3051334751741457,0.7044466931227825,-0.7987010639536838,-0.4454606873233099,2.1694844933098225
539,45,325,45,230,53,53.22905493923973,0.9272699250246222,0.9591587332395377,0.2829106889644373,0.6707185064554102,-0.8136230716830006,-0.5899320929636516,1.5944404107457733
540,49,105,8,236,45,56.7389325523068,0.9231141423947292,0.9748681098254937,0.2906894553026693,0.6874492877008751,-0.798701063953684,-0.5547207822601907,2.5876983715382225
541,48,320,16,221,41,53.997364330560714,1.0084107155860063,1.0465727319743476,0.3279495103366452,0.7343059540131877,-0.7987010639536839,-0.4675177389958799,1.908100819417073
542,50,331,10,248,49,54.69260204876413,0.949787386855297,0.9900404726347805,0.29936056816907985,0.6962310904304184,-0.7987010639536838,-0.406984390083882,2.012654288974173
543,47,313,13,228,70,56.08731387061065,0.9915905065245605,1.024524849435047,0.3162731247644668,0.7190649641645,-0.7987010639536839,-0.4199065209397119,1.6467171455243232
544,44,305,11,240,46,52.183656379741244,0.9711292019804759,1.0092912183688174,0.30778131094310934,0.7080311793725703,-0.7987010639536839,-0.36795018981556793,1.908100819417073
545,49,325,6,232,54,53.488403565827255,0.9506912157175341,0.9993085790615855,0.3032453621345428,0.7033223111718355,-0.7987010639536838,-0.37078887286308027,2.4308681672025725
546,46,319,15,222,43,55.34880147100462,1.0125778964031622,1.0507399127915036,0.32951337474734643,0.7366104548928919,-0.7987010639536839,-0.38243380083815925,1.908100819417073
547,45,340,15,220,41,56.98263536304491,0.9775459084325694,1.0157079248209109,0.3116694653551384,0.7130880087783961,-0.7987010639536839,-0.36280181541165557,1.908100819417073
548,45,333,17,213,43,55.4982647580622,0.960935985120547,1.0022346055956015,0.30529620028755255,0.7041333548634304,-0.8196335674073725,-0.38894265432603115,2.064931023752723
549,46,322,14,224,43,57.264721602512,1.0047412546223753,1.0429032710107167,0.3257447620584526,0.73163911908277,-0.7987010639536839,-0.41340523152792696,1.908100819417073
550,47,328,16,206,44,56.240920781461305,0.9260925357131242,0.9726188296660336,0.2904982801269662,0.6841556739802758,-0.8006138436051751,-0.46470107113922887,2.3263146976454725
551,46,312,15,213,47,55.14324261541135,1.0137521269107668,1.0519141432991082,0.3301604862232197,0.7374862331863467,-0.7987010639536838,-0.361556802159944,1.908100819417073
552,44,318,17,217,48,55.30919399329444,0.9991494404456386,1.031038248660554,0.31978768621117304,0.7235813629681735,-0.798701063953684,-0.3841697066636879,1.5944404107457733
553,45,313,19,212,46,35.01968591745073,0.9161770213856758,0.9522479683828753,0.280141027020101,0.6702932610713619,-0.7987010639536838,-0.5363811076594108,1.8035473498599732
554,46,337,15,208,38,56.11851832551367,0.9400971999037813,0.9866234938566907,0.2972792483508824,0.6934605580615751,-0.8177897465178268,-0.440262609324226,2.3263146976454725
555,46,324,18,211,41,57.47394920694644,0.9459647997193377,0.9883089548899632,0.29863027702052913,0.695116941062521,-0.8377419173022663,-0.40591905822784724,2.117207758531273
556,46,328,15,216,99,55.15930169495658,0.9204425407734985,0.957559022466269,0.2826221017978541,0.6732503687057528,-0.806314086466255,-0.4939803017505032,1.855824084638523
557,44,318,16,200,46,56.39601096391369,0.9538838613289433,0.9972735511951397,0.3031689353137521,0.7011824388275387,-0.8557464433021145,-0.5630297676462765,2.1694844933098225
558,45,307,15,221,47,54.79009284289517,0.9990616993007864,1.0361781809935569,0.32199928651133636,0.7268514635628535,-0.7987010639536839,-0.40000306078571835,1.855824084638523
559,47,322,14,225,44,55.73802619194857,0.9848449427293768,1.0219614244221473,0.31489245937756105,0.7171872106177879,-0.7987010639536839,-0.41674957511388255,1.855824084638523
