base_enter,spread,s4_gap,base_exit,exit_decay,min_sortino,NDX 40yr_sortino,NDX 40yr_cagr,NDX 40yr_sharpe,NDX 40yr_mdd,QQQ 27yr_sortino,QQQ 27yr_cagr,QQQ 27yr_sharpe,QQQ 27yr_mdd,TQQQ 15yr_sortino,TQQQ 15yr_cagr,TQQQ 15yr_sharpe,TQQQ 15yr_mdd
130,4,0,115,3,0.9084349886425581,0.9084349886425581,0.17027194363784526,0.6310221961696606,-0.4917355814762423,1.2154848630844144,0.22251838727590045,0.8389628032154507,-0.42891774663482807,1.7274401076785033,0.3449405496789473,1.1717308085871585,-0.29341453114154137
130,4,0,115,4,0.9115941551325969,0.9115941551325969,0.17099908754486348,0.6330267663252067,-0.4917355814762421,1.1862591465220522,0.2167005742716015,0.819625380944464,-0.4289177466348272,1.769680147245747,0.3555088647938365,1.1976479128309887,-0.29341453114154137
130,4,0,115,5,0.9275134234342161,0.9275134234342161,0.1743191464970315,0.6436293678509977,-0.4917355814762422,1.1913536238188849,0.21811707681211656,0.8240189591360069,-0.4289177466348272,1.806274948104816,0.36569553718434356,1.2214886351907,-0.29341453114154137
130,4,0,115,6,0.9263597850016041,0.9263597850016041,0.1741258955370284,0.642720214698115,-0.49173558147624286,1.191871458140349,0.21829500443977534,0.8241145451785085,-0.4289177466348272,1.7989383864831827,0.36445444549022943,1.2168697882104056,-0.29341453114154137
130,4,0,115,7,0.9325061126652023,0.9325061126652023,0.17531097568097165,0.6465919595900151,-0.49173558147624263,1.1789202259224756,0.21587405995811948,0.815749337366965,-0.4289177466348272,1.8007957385747713,0.3649617753657719,1.2177885884891997,-0.29341453114154137
130,4,0,115,8,0.9465321889495286,0.9465321889495286,0.17818517030655934,0.6559685852386532,-0.49173558147624286,1.2280160537843814,0.22569116240112153,0.8474132217437901,-0.4289177466348272,1.8139758846369822,0.3692891967363443,1.22678982418482,-0.29341453114154137
130,4,0,120,3,0.9084337452404111,0.9084337452404111,0.1771667547562632,0.6323801627007176,-0.49173558147624263,1.196532189041618,0.22610977127717313,0.8262444960150561,-0.42987880761563,1.754010470084148,0.37576371782323137,1.1932323420351996,-0.2934145311415416
130,4,0,120,4,0.9046979105272095,0.9046979105272095,0.17634554109271305,0.6297434479640668,-0.4917355814762421,1.1957541863365393,0.22601942244807338,0.8257350700455358,-0.42987880761563,1.74435280579136,0.3734484648754224,1.1870257856920936,-0.2934145311415416
130,4,0,120,5,0.9216480435677823,0.9216480435677823,0.18019268339912098,0.6413894193124952,-0.49173558147624274,1.1932926191433915,0.22596828877141317,0.8247546742927372,-0.43354277951612863,1.7216902543223835,0.3685166419707617,1.1726451364916468,-0.2934145311415416
130,4,0,120,6,0.9157926686374556,0.9157926686374556,0.1789554534869393,0.6374370803567496,-0.4917355814762425,1.2336471584832738,0.23442186637942775,0.8506467317782006,-0.4335427795161284,1.7754774345363973,0.38296403268288604,1.207636317347268,-0.2934145311415416
130,4,0,120,7,0.9028319855894074,0.9028319855894074,0.1765508889649925,0.6292258197806933,-0.49173558147624297,1.2100522025022797,0.23011343353604596,0.8361850080451576,-0.4335427795161284,1.7761978919662362,0.3834914319398868,1.2082779297093258,-0.2934145311415416
130,4,0,120,8,0.9080317954155619,0.9080317954155619,0.17775325578846868,0.6327644841706355,-0.49173558147624197,1.2122408305294128,0.23062896118726672,0.8375039177487349,-0.4335427795161291,1.782249888014378,0.3858529814722065,1.212505155769425,-0.2934145311415417
130,4,0,125,3,1.0320026044495316,1.0320026044495316,0.20878082298523704,0.7145832135031414,-0.49173558147624263,1.4180083886681503,0.2849435309577184,0.9679625421186399,-0.4597570870453277,1.939667629586665,0.44333943969924205,1.3093048388360302,-0.2934145311415415
130,4,0,125,4,1.0136427785761222,1.0136427785761222,0.20509802857551906,0.7028766920248504,-0.4917355814762424,1.4109358064465267,0.2834628562398023,0.9634931807602776,-0.46096515533072613,1.9533188730443032,0.4475598591473413,1.3181299587963915,-0.2934145311415415
130,4,0,125,5,1.0154461693090926,1.0154461693090926,0.20557030226746464,0.7039413533535775,-0.49173558147624197,1.3878266992881494,0.27911387424678136,0.9495853018745757,-0.460965155330726,1.9416885959746302,0.44564133990291577,1.3115950921722828,-0.2934145311415415
130,4,0,125,6,1.0077733692275506,1.0077733692275506,0.20401904289027883,0.6989345702779328,-0.4917355814762424,1.389163419282842,0.27958642091478025,0.9501176363244787,-0.460965155330726,1.936427582815694,0.4450208356922849,1.308442542397674,-0.2934145311415415
130,4,2,115,3,0.9039257971647998,0.9039257971647998,0.1706121913490295,0.6291087952681713,-0.4917355814762424,1.2493442285203142,0.2304700056498199,0.8617432237541626,-0.42855394984859096,1.7321765163454104,0.34612414714718076,1.1749604434580077,-0.29341453114154137
