trial,base_fast_low,base_slow_low,base_fast_high,base_slow_high,vol_lookback,vol_threshold_pct,vol_scale,Penalized,Sortino,CAGR,Sharpe,MDD,MDD_Entry,Trades_Yr
25,2,253,12,224,94,50.85335111320576,0.27897859756346716,0.9236732662003131,0.9505957846112664,0.2784269365052936,0.6685039055199926,-0.8516465453581874,-0.4583147359407008,2.692251841095322
26,4,268,10,217,102,50.23765280637565,0.26727314404780494,0.8762256677576159,0.8984432800384996,0.2538156095668984,0.6345730409700194,-0.838067878037158,-0.3856565078406625,2.2217612280883725
27,2,219,8,238,93,60.29259064573443,0.2518435667725782,0.8732452641759976,0.9085320601515188,0.25806603116402127,0.6408362672628708,-0.829039440211387,-0.5283727145527227,3.5286795975521215
28,7,315,13,260,108,51.72275929340321,0.5231838454879607,0.8372097546932601,0.8557679955396453,0.23151206803085378,0.6014321109684702,-0.9133030474787122,-0.4165379303969746,1.855824084638523
29,21,255,30,223,53,33.777390220436565,0.21231885549002505,0.8828451402449128,0.8966984749612286,0.25227951746476207,0.6300086527440999,-0.8446924806273646,-0.5738826523519346,1.3853334716315735
30,29,285,20,184,88,38.19689780139336,1.4461272739744058,0.8450441709853057,0.864647946527262,0.23257917875754353,0.6012170294143073,-0.9609119738422273,-0.5239191559581102,1.960377554195623
31,18,217,24,169,75,54.381886078363515,0.8677597633500058,0.8162786805936774,0.8311775500055641,0.21815322823851524,0.582693447804441,-0.9532689496461502,-0.5404703725532498,1.4898869411886735
32,17,177,26,67,85,48.143841672629016,0.3946499382054154,0.7374897976929109,0.7665033854950061,0.1925190118014286,0.5459481712464375,-0.9579788618301003,-0.8278612116111008,2.901358780209522
33,10,241,2,197,94,42.85316438961214,0.5294343996093585,0.8300992597773915,0.8669543577962693,0.2393784784581432,0.6144132463339514,-0.8867711484973354,-0.4411122792252987,3.685509801887771
34,23,225,17,230,66,37.50592947215523,0.6581360258864792,0.8331720048317981,0.8522530130259688,0.2283804511510945,0.5966265498210829,-0.9270804345690675,-0.5404431914155321,1.908100819417073
35,13,282,34,132,118,44.263255975814566,0.16136534773867678,0.9557988350357214,0.9722660064909646,0.2879876062693765,0.6804278516871606,-0.7987010639536839,-0.5906064551334309,1.6467171455243232
36,12,325,35,87,116,64.58176136819662,0.12127275160648249,0.7017435468769128,0.724483926505582,0.17286751485226692,0.5178041427743275,-0.9467065746904563,-0.8554664183645118,2.2740379628669225
37,9,304,38,125,119,69.93134344664011,0.005718508680864487,0.7425087758594665,0.7652491554881358,0.18995836137920152,0.5428707404545969,-0.9367300020813141,-0.7263650871817141,2.2740379628669225
38,5,272,31,212,109,43.8900498388258,0.40324612610600463,0.8296549172525516,0.8487359254467223,0.22835130911099655,0.5972877234449565,-0.8520751774384628,-0.5910560605264832,1.908100819417073
39,13,54,15,129,97,53.04728391370796,0.14801432948965582,0.5895691340881228,0.6353112770193541,0.13420258400234797,0.45685508919875856,-0.9553892796649378,-0.7805850359691514,4.57421429312312
40,7,287,34,270,60,48.81700641634981,0.3249418644784206,0.8888033376557402,0.9042249744154124,0.25386275433369887,0.6300626211124034,-0.9242267221519206,-0.5985886726442047,1.5421636759672235
41,16,249,22,160,76,39.219566801647694,0.9064651696433134,0.8377398263151267,0.8562980671615119,0.23211615300699195,0.6023547030660681,-0.9525199198621034,-0.6578631985542809,1.855824084638523
42,20,253,19,189,66,44.91703839370611,1.1369075403997524,0.8718728699119807,0.8899083434105803,0.24757803869515382,0.622455507746815,-0.9532689496461503,-0.49521406263342815,1.8035473498599732
43,10,276,29,107,87,40.871233665125786,0.5785451969514733,0.9028307921698825,0.9250484044507662,0.26520336806557965,0.6485997532069101,-0.8241897189704103,-0.47144013407027785,2.2217612280883725
44,19,211,25,157,77,47.51563436710742,0.18665658084440184,0.8832319871163038,0.9012674606149035,0.2545912978005733,0.6343000864699317,-0.8137725571313014,-0.5559095894256498,1.8035473498599732
45,34,230,41,306,105,51.68575423173408,0.9997359993654249,0.8773360358149953,0.8880527664445981,0.2441198764196626,0.6164726423769381,-0.9609119738422273,-0.545139442115126,1.071673062960274
46,26,331,18,248,68,32.35091728052917,0.3573777208247918,0.9418737192143175,0.9562498212784187,0.2815211299688336,0.6690189605986903,-0.8663220126969599,-0.4703916790069048,1.4376102064101235
47,24,335,18,250,55,32.15968904635676,0.3356965424563986,0.9018986646500039,0.9157519993663197,0.26124502313238795,0.6416639453754512,-0.8830023196839153,-0.5310178056878356,1.3853334716315735
48,28,323,13,227,114,34.74511314230774,0.4673274143564241,0.9603729640417673,0.9752718334536541,0.28978652950800043,0.6816606530121722,-0.8446924806273648,-0.45675033963983136,1.4898869411886735
49,26,314,15,239,115,35.217078024319136,0.4695493840747054,0.8700920271616647,0.8886502680080499,0.24770000960049798,0.6239071623713265,-0.8822402722861283,-0.5220317857592289,1.855824084638523
50,29,334,7,246,49,31.615164580500302,0.7393816440917542,0.8192284793427683,0.8419688589714376,0.22574059903147758,0.5938166313084776,-0.9147396874809965,-0.5499380156330911,2.2740379628669225
51,28,311,13,262,70,34.151858805074404,0.05904113046027348,0.8875344714665837,0.9040016429218269,0.2570287288747659,0.6381320405801493,-0.8136230716830007,-0.5045313643492592,1.6467171455243232
