trial,fast_buy,slow_buy,fast_sell,slow_sell,Sortino,Trades_Yr,CAGR,Sharpe,MDD
226,36,319,23,325,0.9024417764173116,3.450650759219089,0.2549044091446462,0.6245580452725007,-0.8531178690027121
227,38,324,41,346,0.8879248657913313,2.015726681127983,0.24817124669734936,0.6156606092103935,-0.906536453480201
228,38,323,41,345,0.8708962095032798,2.015726681127983,0.23954431839466017,0.6042038737728139,-0.9161552917137598
229,39,331,40,112,0.6319099429593668,37.00054229934924,0.12719436294466147,0.43818990984657535,-0.8849254697277295
230,34,316,42,349,0.9307751912447803,3.1090021691973972,0.2695158165267115,0.6434184368113991,-0.8830023196839154
231,35,316,42,320,0.9169835521536199,1.6057483731019524,0.2628736656988109,0.634985860393838,-0.878376274882645
232,45,321,15,350,0.8469605640951369,7.550433839479393,0.22669201113930093,0.5864449388392727,-0.9353783365957202
233,41,315,29,62,0.5319655780003146,52.44305856832972,0.08836483140221119,0.3758328608074811,-0.9284679178499906
234,39,316,18,190,0.8398624914030364,24.154555314533624,0.2222579273715768,0.5800100710044139,-0.8614450237486679
235,22,324,33,331,0.8998391439762433,3.382321041214751,0.2539599426460837,0.6232331573816102,-0.8527119237127613
236,42,334,14,172,0.652072130441013,27.912689804772235,0.13651678310850635,0.45560759548799196,-0.9006404447484202
237,40,82,16,323,0.867922460557016,14.52006507592191,0.2385034089921685,0.6028134008289514,-0.9321154218131948
238,8,57,25,331,0.8609916733684778,21.216377440347074,0.23540875749048817,0.5996297822244747,-0.948713924003239
239,39,312,12,341,0.9725118949911894,6.867136659436009,0.2891225810604994,0.6688873066106239,-0.8446924806273646
240,34,305,12,339,0.888117732851819,5.705531453362256,0.24719970388126322,0.6141237547053747,-0.8634959736278625
241,35,337,7,342,0.7652977571177606,6.593817787418655,0.19067786143148036,0.5382281180841568,-0.9119088585852579
242,38,329,10,350,0.919729622304431,6.320498915401302,0.26383126910026444,0.6364702504514935,-0.8497760676385482
243,36,312,12,338,0.9217665765422545,6.320498915401302,0.2636043619929793,0.6357409497437798,-0.8459176636051824
244,37,324,9,345,0.9870595349259522,6.457158351409978,0.29664982597162837,0.6787197432644504,-0.8446924806273648
245,37,319,9,348,0.9799833249194584,6.320498915401302,0.29292373810506644,0.6738757177860522,-0.8446924806273649
246,35,321,8,350,0.9736334331089852,5.910520607375271,0.2900005956374012,0.6701614583026652,-0.8446924806273648
247,35,340,9,349,0.9529562267873679,6.183839479392625,0.28015160760256674,0.6578266506104572,-0.8446924806273647
